time,0,1,2,3,4,5,6,7
1645219508.013965,32.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219508.3494194,32.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219508.6848242,30.0,30.0,29.0,28.0,29.0,29.0,29.0,30.0
1645219509.0204344,30.0,30.0,29.0,28.0,29.0,29.0,29.0,30.0
1645219509.3558319,30.0,30.0,29.0,28.0,29.0,29.0,29.0,30.0
1645219509.6912112,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219510.0268497,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219510.3622932,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219510.6977236,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219511.0334876,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219511.3689108,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219511.7043495,31.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219512.039979,31.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219512.3754172,31.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219512.7108293,30.0,30.0,29.0,28.0,30.0,29.0,29.0,30.0
1645219513.0464425,30.0,30.0,29.0,28.0,30.0,29.0,29.0,30.0
1645219513.3818765,30.0,30.0,29.0,28.0,30.0,29.0,29.0,30.0
1645219513.717366,31.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0
1645219514.0529766,31.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0
1645219514.3884804,31.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0
1645219514.7239027,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219515.0594773,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219515.3949234,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219515.7303803,31.0,31.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219516.066002,31.0,31.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219516.4014997,31.0,31.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219516.737066,30.0,30.0,32.0,29.0,30.0,29.0,29.0,30.0
1645219517.07305,30.0,30.0,32.0,29.0,30.0,29.0,29.0,30.0
1645219517.4085946,30.0,30.0,32.0,29.0,30.0,29.0,29.0,30.0
1645219517.7441394,30.0,31.0,31.0,29.0,30.0,29.0,29.0,29.0
1645219518.079942,30.0,31.0,31.0,29.0,30.0,29.0,29.0,29.0
1645219518.4154902,30.0,31.0,31.0,29.0,30.0,29.0,29.0,29.0
1645219518.7509663,30.0,31.0,31.0,29.0,30.0,29.0,30.0,29.0
1645219519.0869625,30.0,31.0,31.0,29.0,30.0,29.0,30.0,29.0
1645219519.4224656,30.0,31.0,31.0,29.0,30.0,29.0,30.0,29.0
1645219519.757956,30.0,30.0,29.0,29.0,31.0,29.0,30.0,29.0
1645219520.0936556,30.0,30.0,29.0,29.0,31.0,29.0,30.0,29.0
1645219520.4291985,30.0,30.0,29.0,29.0,31.0,29.0,30.0,29.0
1645219520.7647376,30.0,31.0,30.0,29.0,30.0,29.0,30.0,29.0
1645219521.1005013,30.0,31.0,30.0,29.0,30.0,29.0,30.0,29.0
1645219521.4360247,30.0,31.0,30.0,29.0,30.0,29.0,30.0,29.0
1645219521.7715366,30.0,30.0,30.0,29.0,30.0,29.0,29.0,30.0
1645219522.1074188,30.0,30.0,30.0,29.0,30.0,29.0,29.0,30.0
1645219522.4429471,30.0,30.0,30.0,29.0,30.0,29.0,29.0,30.0
1645219522.7784693,30.0,30.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219523.1142972,30.0,30.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219523.449836,30.0,30.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219523.7853382,30.0,30.0,30.0,29.0,30.0,29.0,29.0,29.0
1645219524.121369,30.0,30.0,30.0,29.0,30.0,29.0,29.0,29.0
1645219524.456918,30.0,30.0,30.0,29.0,30.0,29.0,29.0,29.0
1645219524.792435,30.0,30.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219525.1284654,30.0,30.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219525.4640582,30.0,30.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219525.7996106,30.0,31.0,29.0,29.0,30.0,29.0,29.0,29.0
1645219526.1354373,30.0,31.0,29.0,29.0,30.0,29.0,29.0,29.0
