time,0,1,2,3,4,5,6,7
1645219491.908924,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219492.2443836,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219492.5798588,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219492.9154387,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219493.250858,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219493.586355,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219493.9219866,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219494.2573829,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219494.5928345,30.0,30.0,28.0,29.0,29.0,29.0,29.0,30.0
1645219494.9284158,30.0,30.0,28.0,29.0,29.0,29.0,29.0,30.0
1645219495.2638156,30.0,30.0,28.0,29.0,29.0,29.0,29.0,30.0
1645219495.5992901,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219495.9349725,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219496.2703972,30.0,30.0,28.0,29.0,30.0,29.0,29.0,30.0
1645219496.6058004,30.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219496.9413679,30.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219497.276837,30.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219497.6122234,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219497.947845,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219498.2838469,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219498.619299,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219498.9548986,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219499.290293,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219499.6256905,31.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219499.961344,31.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219500.2967923,31.0,30.0,29.0,29.0,30.0,29.0,30.0,31.0
1645219500.6323116,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219500.9679282,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219501.3033657,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219501.6387787,31.0,30.0,29.0,29.0,29.0,29.0,29.0,31.0
1645219501.9743981,31.0,30.0,29.0,29.0,29.0,29.0,29.0,31.0
1645219502.309798,31.0,30.0,29.0,29.0,29.0,29.0,29.0,31.0
1645219502.6452212,30.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219502.9808757,30.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219503.3162951,30.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219503.6516988,31.0,30.0,28.0,29.0,29.0,29.0,30.0,30.0
1645219503.9873407,31.0,30.0,28.0,29.0,29.0,29.0,30.0,30.0
1645219504.3227777,31.0,30.0,28.0,29.0,29.0,29.0,30.0,30.0
1645219504.6581929,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219504.9938242,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219505.329287,30.0,30.0,29.0,29.0,30.0,29.0,30.0,30.0
1645219505.6647623,30.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219506.0010183,30.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219506.3364763,30.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
1645219506.6719184,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219507.0074708,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219507.3428748,30.0,30.0,29.0,29.0,30.0,29.0,29.0,30.0
1645219507.6782892,32.0,30.0,29.0,29.0,30.0,29.0,29.0,31.0
