"","x"
"787",1200
"788",1410
"789",1335
"790",1290
"791",1140
"792",1290
"793",1350
"794",0
"795",1083
"796",1110
"797",1260
"798",60
"799",1320
"800",1365
"801",1245
"802",1290
"803",1350
"804",45
"805",1260
"806",1320
"807",1260
"808",1260
"809",1200
"810",1260
"811",1260
"812",1320
"813",1230
"814",1230
"815",1380
"816",1290
"817",1200
"818",1350
"819",1290
"820",60
"821",1260
"822",1275
"823",1320
"824",1260
"825",1380
"826",1320
"827",1245
"828",0
"829",1380
"830",1170
"831",1320
"832",1360
"833",1140
"834",1260
"835",1320
"836",1380
"837",0
"838",1410
"839",1350
"840",1320
"841",1290
"842",1350
"843",1320
"844",1320
"845",1305
"846",1260
"847",1320
"848",1260
"849",120
"850",0
"851",1200
"852",1410
"853",1260
"854",1260
"855",0
"856",1260
"857",1380
"858",1290
"859",1350
"860",1380
"861",1290
"862",1410
"863",1305
"864",1290
"865",1200
"866",1200
"867",1260
"868",1260
"869",1290
"870",1155
"871",1350
"872",1170
"873",1380
"874",1420
"875",1230
"876",1350
"877",1260
"878",1260
"879",1290
"880",1320
"881",1380
"882",1260
"883",1290
"884",0
"885",1290
"886",1280
"887",720
"888",1320
"889",1380
"890",1320
"891",1215
"892",1260
"893",1320
"894",1230
"895",1320
"896",1230
"897",1230
"898",1260
"899",1260
"900",1320
"901",1320
"902",1380
"903",1260
"904",1200
"905",1380
"906",1320
"907",1260
"908",1320
"909",1260
"910",1380
"911",1245
"912",1260
"913",1310
"914",1350
"915",1230
"916",1200
"917",1320
"918",1170
"919",1305
"920",1290
"921",1155
"922",1200
"923",1350
"924",1410
"925",0
"926",1290
"927",1350
"928",1260
"929",1380
"930",1290
"931",1400
"932",1200
"933",1320
"934",1350
"935",0
"936",1290
"937",1320
"938",1230
"939",1170
"940",1182
"941",0
"942",1380
"943",1165
"944",1200
"945",1350
"946",1260
"947",1380
"948",300
"949",1320
"950",1260
"951",1320
"952",1350
"953",1275
"954",1260
"955",0
"956",1360
"957",1260
"958",1350
"959",1320
"960",1380
"961",1230
"962",1230
"963",1380
"964",1200
"965",1290
"966",1260
"967",1245
"968",1320
"969",1230
"970",1260
"971",1320
"972",1290
"973",1260
"974",1260
"975",1290
"976",1380
"977",1170
"978",1260
"979",1260
"980",1170
"981",1410
"982",1290
"983",1260
"984",1200
"985",1410
"986",1320
"987",1320
"988",1290
"989",1380
"990",1290
"991",1290
"992",1230
"993",1320
"994",1260
"995",1365
"996",1320
"997",1290
"998",1350
"999",1320
"1000",1320
"1001",1350
"1002",1200
"1003",1350
"1004",1260
"1005",1260
"1006",1320
"1007",1230
"1008",1210
"1009",1350
"1010",1215
"1011",1320
"1012",1290
"1013",1170
"1014",1200
"1015",1320
"1016",1290
"1017",1290
"1018",1320
"1019",1170
"1020",1350
"1021",1380
"1022",1230
"1023",1245
"1024",1305
"1025",1380
"1026",1200
"1027",1380
"1028",1290
"1029",1380
"1030",1230
"1031",1320
"1032",1350
"1033",30
"1034",1230
"1035",1335
"1036",1290
"1037",1320
"1038",1230
"1039",1200
"1040",1230
"1041",1260
"1042",1320
"1043",1352
"1044",720
"1045",1290
"1046",1290
"1047",1320
"1048",1380
"1049",1260
"1050",960
"1051",1290
"1052",1320
"1053",1200
"1054",1260
"1055",0
"1056",1350
"1057",1410
"1058",1380
"1059",1200
"1060",1380
"1061",1290
"1062",1350
"1063",1410
"1064",1320
"1065",1260
"1066",1200
"1067",1290
"1068",1260
"1069",1170
"1070",1170
"1071",1260
"1072",1320
"1073",1320
"1074",1320
"1075",1290
"1076",1260
"1077",1350
"1078",1230
"1079",1320
"1080",1260
"1081",1200
"1082",1230
"1083",1290
"1084",1200
"1085",0
"1086",1380
"1087",1200
"1088",1350
"1089",30
"1090",1143
"1091",0
"1092",1230
"1093",1380
"1094",0
"1095",1260
"1096",1365
"1097",1320
"1098",1215
"1099",1380
"1100",1230
"1101",1380
"1102",1230
"1103",1260
"1104",1380
"1105",1260
"1106",1230
"1107",1350
"1108",1320
"1109",0
"1110",1410
"1111",1290
"1112",1320
"1113",1230
"1114",1330
"1115",1320
"1116",1260
"1117",1320
"1118",1380
"1119",60
"1120",1245
"1121",60
"1122",1380
"1123",1320
"1124",1320
"1125",1260
"1126",1320
"1127",1290
"1128",1350
"1129",1260
"1130",180
"1131",1260
"1132",1203
"1133",1215
"1134",1260
"1135",1380
"1136",1250
"1137",1260
"1138",1380
"1139",1310
"1140",1245
"1141",60
"1142",1260
"1143",1320
"1144",1230
"1145",1275
"1146",1310
"1147",1260
"1148",1380
"1149",1185
"1150",1305
"1151",1200
"1152",1290
"1153",1260
"1154",1290
"1155",1230
"1156",1260
"1157",1147
"1158",1230
"1159",1320
"1160",1245
"1161",1290
"1162",1380
"1163",1410
"1164",1320
"1165",1350
"1166",1380
"1167",1320
"1168",1275
"1169",1290
"1170",1290
"1171",1305
"1172",1275
"1173",1260
"1174",1200
"1175",1230
"1176",1350
"1177",1260
"1178",1320
"1179",1185
"1180",1200
"1181",1320
"1182",1260
"1183",1245
"1184",1245
"1185",1290
"1186",1230
"1187",1320
"1188",1200
"1189",1200
"1190",1200
"1191",1215
"1192",1335
"1193",1200
"1194",1350
"1195",1230
"1196",1410
"1197",1260
"1198",1320
"1199",1320
"1200",0
"1201",1220
"1202",1290
"1203",1290
"1204",1350
"1205",1230
"1206",1140
"1207",1290
"1208",1260
"1209",1350
"1210",1320
"1211",1230
"1212",1305
"1213",1320
"1214",1260
"1215",1260
"1216",1320
"1217",1380
"1218",1275
"1219",120
"1220",1320
"1221",1170
"1222",1320
"1223",1230
"1224",1260
"1225",1260
"1226",1230
"1227",1260
"1228",1170
"1229",1320
"1230",1330
"1231",1320
"1232",1400
"1233",1320
"1234",1215
"1235",1320
"1236",1380
"1237",1245
"1238",1140
"1239",1170
"1240",1290
"1241",1200
"1242",1320
"1243",1320
"1244",1350
"1245",1260
"1246",1260
"1247",1320
"1248",1350
"1249",1260
"1250",1260
"1251",1260
"1252",1200
"1253",1290
"1254",1260
"1255",1170
"1256",1260
"1257",1320
"1258",1260
"1259",1320
"1260",1320
"1261",1250
"1262",1350
"1263",60
"1264",120
"1265",1275
"1266",1230
"1267",1350
"1268",1200
"1269",1230
"1270",1270
"1271",1380
"1272",1155
"1273",1230
"1274",1260
"1275",1350
"1276",1380
"1277",1200
"1278",1260
"1279",1260
"1280",1170
"1281",1260
"1282",1260
"1283",1290
"1284",1140
"1285",1290
"1286",1230
"1287",1290
"1288",1260
"1289",1380
"1290",1320
"1291",1275
"1292",1260
"1293",1380
"1294",1260
"1295",1140
"1296",1290
"1297",1320
"1298",1230
"1299",1380
"1300",1200
"1301",1320
"1302",1320
"1303",1380
"1304",1320
"1305",1380
"1306",1290
"1307",1170
"1308",1260
"1309",1290
"1310",1320
"1311",1210
"1312",1300
"1313",1380
"1314",1290
"1315",1320
"1316",1230
"1317",1380
"1318",1380
"1319",1230
"1320",1245
"1321",1260
"1322",1230
"1323",1320
"1324",1290
"1325",1320
"1326",0
"1327",1200
"1328",1200
"1329",1380
"1330",1320
"1331",1350
"1332",1170
"1333",1230
"1334",1200
"1335",1290
"1336",1185
"1337",1320
"1338",1230
"1339",1230
"1340",1290
"1341",1290
"1342",1260
"1343",1220
"1344",1230
"1345",1260
"1346",1320
"1347",1260
"1348",1320
"1349",1200
"1350",1320
"1351",1250
"1352",1290
"1353",1260
"1354",1290
"1355",1260
"1356",1320
"1357",1320
"1358",1230
"1359",1260
"1360",1230
"1361",1260
"1362",1260
"1363",1365
"1364",1260
"1365",1200
"1366",1200
"1367",1380
"1368",1230
"1369",1350
"1370",1200
"1371",1140
"1372",1170
"1373",1260
"1374",1320
"1375",1260
"1376",1260
"1377",1320
"1378",1230
"1379",1320
"1380",1245
"1381",1290
"1382",1290
"1383",1260
"1384",1320
"1385",1260
"1386",1260
"1387",1200
"1388",60
"1389",1260
"1390",1320
"1391",1260
"1392",1245
"1393",1260
"1394",1320
"1395",1290
"1396",1230
"1397",1290
"1398",1290
"1399",1305
"1400",1230
"1401",1230
"1402",1245
"1403",1260
"1404",1275
"1405",1240
"1406",1260
"1407",1275
"1408",1305
"1409",1350
"1410",1185
"1411",1260
"1412",1290
"1413",1320
"1414",1260
"1415",1380
"1416",1260
"1417",1260
"1418",1230
"1419",1320
"1420",1380
"1421",1350
"1422",1350
"1423",1290
"1424",1290
"1425",1290
"1426",1200
"1427",1200
"1428",1290
"1429",1260
"1430",1290
"1431",0
"1432",1320
"1433",1290
"1434",1320
"1435",1230
"1436",1290
"1437",1290
"1438",1170
"1439",1230
"1440",1260
"1441",1200
"1442",1285
"1443",0
"1444",1290
"1445",1290
"1446",1200
"1447",1140
"1448",1230
"1449",1290
"1450",1410
"1451",1260
"1452",1290
"1453",0
"1454",1200
"1455",1290
"1456",30
"1457",1200
"1458",1230
"1459",1290
"1460",1200
"1461",1260
"1462",1350
"1463",1200
"1464",1320
"1465",1200
"1466",1230
"1467",1220
"1468",1340
"1469",1275
"1470",1245
"1471",1200
"1472",1260
"1473",0
"1474",1185
"1475",1260
"1476",1350
"1477",1320
"1478",1320
"1479",1320
"1480",1290
"1481",1320
"1482",1230
"1483",1290
"1484",1350
"1485",1290
"1486",1305
"1487",1230
"1488",1290
"1489",1260
"1490",1290
"1491",1320
"1492",1305
"1493",1180
"1494",1260
"1495",1260
"1496",1350
"1497",1200
"1498",1380
"1499",1305
"1500",1260
"1501",60
"1502",1350
"1503",1350
"1504",0
"1505",1320
"1506",1245
"1507",1305
"1508",1125
"1509",1230
"1510",0
"1511",1230
"1512",1275
"1513",1260
"1514",1215
"1515",1280
"1516",1245
"1517",1230
"1518",1365
"1519",1245
"1520",1320
"1521",1275
"1522",1350
"1523",1380
"1524",1350
"1525",1230
"1526",1260
"1527",1200
"1528",1350
"1529",1320
"1530",1320
"1531",1380
"1532",0
"1533",1170
"1534",1185
"1535",1170
"1536",1320
"1537",1200
"1538",1260
"1539",1290
"1540",1290
"1541",1350
"1542",1260
"1543",1290
"1544",1380
"1545",1320
"1546",1290
"1547",1320
"1548",120
"1549",1230
"1550",1320
"1551",1260
"1552",1230
"1553",1380
"1554",1380
"1555",1260
"1556",1245
"1557",1260
"1558",1305
"1559",1320
"1560",1305
"1561",1320
"1562",1245
"1563",1290
"1564",1260
"1565",1230
"1566",1230
"1567",1320
"1568",1230
"1569",1260
"1570",1290
"1571",1200
"1572",1290
"1573",1170
"1574",1245
"1575",1200
"1576",1290
"1577",1290
"1578",1290
"1579",1320
"1580",1260
"1581",0
"1582",1215
"1583",1380
"1584",1290
"1585",1170
"1586",1380
"1587",1260
"1588",1350
"1589",1350
"1590",1230
"1591",1260
"1592",1200
"1593",1260
"1594",1320
"1595",1350
"1596",1230
"1597",1230
"1598",1215
"1599",1290
"1600",1320
"1601",1350
"1602",1350
"1603",1230
"1604",1170
"1605",1200
"1606",1260
"1607",1320
"1608",1350
"1609",1320
"1610",1380
"1611",1290
"1612",1320
"1613",1260
"1614",1215
"1615",1220
"1616",1260
"1617",1260
"1618",1260
"1619",1230
"1620",1200
"1621",1140
"1622",1275
"1623",1260
"1624",1260
"1625",1290
"1626",1230
"1627",1320
"1628",1350
"1629",1170
"1630",1260
"1631",1380
"1632",1260
"1633",1260
"1634",1275
"1635",1320
"1636",1200
"1637",1320
"1638",1290
"1639",1260
"1640",1320
"1641",1260
"1642",1230
"1643",1230
"1644",0
"1645",1380
"1646",1230
"1647",1200
"1648",1290
"1649",1335
"1650",1215
"1651",1350
"1652",1305
"1653",1320
"1654",1260
"1655",1305
"1656",1210
"1657",1290
"1658",1350
"1659",1200
"1660",1260
"1661",1320
"1662",1230
"1663",1380
"1664",1200
"1665",1290
"1666",1350
"1667",1320
"1668",1320
"1669",1320
"1670",1140
"1671",1425
"1672",180
"1673",1290
"1674",1260
"1675",1340
"1676",1200
"1677",1290
"1678",1320
"1679",1380
"1680",1230
"1681",1260
"1682",1350
"1683",1320
"1684",1320
"1685",1350
"1686",1350
"1687",1290
"1688",600
"1689",1230
"1690",1260
"1691",1290
"1692",1140
"1693",1320
"1694",1200
"1695",1260
"1696",1230
"1697",1290
"1698",1260
"1699",1260
"1700",1410
"1701",1305
"1702",1410
"1703",1230
"1704",1290
"1705",1230
"1706",1200
"1707",1320
"1708",1260
"1709",1230
"1710",1380
"1711",1380
"1712",1260
"1713",1170
"1714",1260
"1715",1200
"1716",1320
"1717",1305
"1718",1245
"1719",1260
"1720",1320
"1721",1260
"1722",1260
"1723",1220
"1724",1260
"1725",1230
"1726",1290
"1727",1290
"1728",1425
"1729",1230
"1730",1260
"1731",1290
"1732",1320
"1733",1260
"1734",1305
"1735",1260
"1736",1200
"1737",1410
"1738",1320
"1739",1200
"1740",1320
"1741",1170
"1742",1290
"1743",1290
"1744",1260
"1745",1260
"1746",1380
"1747",1320
"1748",1260
"1749",1290
"1750",1260
"1751",1170
"1752",1170
"1753",1320
"1754",1200
"1755",750
"1756",1320
"1757",1260
"1758",1335
"1759",1110
"1760",1250
"1761",1230
"1762",1180
"1763",1260
"1764",1230
"1765",1260
"1766",1350
"1767",1320
"1768",1200
"1769",1200
"1770",1170
"1771",1280
"1772",1230
"1773",0
"1774",1230
"1775",1260
"1776",1276
"1777",1230
"1778",1230
"1779",1260
"1780",420
"1781",1230
"1782",1320
"1783",1260
"1784",1230
"1785",1230
"1786",1185
"1787",1235
"1788",1245
"1789",1260
"1790",1320
"1791",1140
"1792",1260
"1793",1230
"1794",1260
"1795",1290
"1796",1230
"1797",1335
"1798",1260
"1799",1200
"1800",1260
"1801",1230
"1802",1290
"1803",1200
"1804",1230
"1805",1350
"1806",1230
"1807",1260
"1808",1305
"1809",1260
"1810",1260
"1811",1185
"1812",1290
"1813",1380
"1814",60
"1815",1320
"1816",1200
"1817",1323
"1818",1230
"1819",1380
"1820",0
"1821",1200
"1822",1320
"1823",1380
"1824",1410
"1825",1290
"1826",1245
"1827",1290
"1828",1230
"1829",1320
"1830",1290
"1831",1260
"1832",1260
"1833",1320
"1834",1260
"1835",1380
"1836",1260
"1837",1350
"1838",1140
"1839",1290
"1840",1200
"1841",1290
"1842",1260
"1843",1320
"1844",1320
"1845",1320
"1846",1185
"1847",1320
"1848",1305
"1849",1290
"1850",1140
"1851",1200
"1852",1305
"1853",1185
"1854",1275
"1855",1350
"1856",1260
"1857",1260
"1858",1230
"1859",1230
"1860",1290
"1861",1410
"1862",1260
"1863",1290
"1864",1260
"1865",1230
"1866",1410
"1867",1260
"1868",0
"1869",0
"1870",1200
"1871",1260
"1872",1200
"1873",1230
"1874",1200
"1875",1290
"1876",1380
"1877",1230
"1878",1350
"1879",60
"1880",1245
"1881",1350
"1882",1260
"1883",1320
"1884",1260
"1885",1110
"1886",1260
"1887",1290
"1888",1260
"1889",1320
"1890",1230
"1891",1260
"1892",1185
"1893",1230
"1894",1320
"1895",0
"1896",1170
"1897",1380
"1898",1260
"1899",1200
"1900",1420
"1901",1200
"1902",1230
"1903",1320
"1904",1170
"1905",1210
"1906",180
"1907",1380
"1908",1290
"1909",1230
"1910",1265
"1911",1335
"1912",1320
"1913",1260
"1914",1200
"1915",1230
"1916",0
"1917",1260
"1918",1200
"1919",1260
"1920",1245
"1921",1230
"1922",1320
"1923",1320
"1924",1290
"1925",1140
"1926",0
"1927",1230
"1928",1260
"1929",1230
"1930",1260
"1931",1230
"1932",1260
"1933",1260
"1934",1290
"1935",1215
"1936",1200
"1937",1200
"1938",1200
"1939",1260
"1940",1260
"1941",1320
"1942",1260
"1943",1200
"1944",1305
"1945",1410
"1946",60
"1947",1275
"1948",1380
"1949",1230
"1950",1200
"1951",1170
"1952",1320
"1953",1170
"1954",1245
"1955",1200
"1956",1230
"1957",1290
"1958",1260
"1959",1290
"1960",120
"1961",1260
"1962",1260
"1963",1305
"1964",1260
"1965",1290
"1966",1205
"1967",1170
"1968",1200
"1969",1260
"1970",1200
"1971",1140
"1972",1260
"1973",1260
"1974",1140
"1975",1170
"1976",1140
"1977",1230
"1978",1200
"1979",1320
"1980",1260
"1981",1380
"1982",1320
"1983",1290
"1984",1380
"1985",1350
"1986",0
"1987",1260
"1988",1230
"1989",1260
"1990",1230
"1991",90
"1992",1380
"1993",1260
"1994",1260
"1995",1320
"1996",1260
"1997",1230
"1998",1245
"1999",1230
"2000",1260
"2001",1380
"2002",1320
"2003",1260
"2004",1260
"2005",1280
"2006",1410
"2007",1245
"2008",1320
"2009",1305
"2010",1290
"2011",1350
"2012",1260
"2013",1140
"2014",1290
"2015",1260
"2016",1210
"2017",1245
"2018",1260
"2019",1320
"2020",1320
"2021",1320
"2022",1215
"2023",1380
"2024",0
"2025",1320
"2026",1320
"2027",1230
"2028",1245
"2029",1260
