"","TRTFRIEND","TRTSPONLY","TRTCCC","TRTALONE","TRTFAMILY","TRCHILDNUM"
"2098",0,487,0,363,487,0
"2099",0,0,0,900,0,0
"2100",0,0,35,440,0,0
"2101",0,665,0,0,665,0
"2102",0,710,0,10,710,0
"2103",225,0,0,615,260,2
"2104",0,165,30,15,445,2
"2105",0,0,0,210,90,1
"2106",0,0,0,395,220,1
"2107",490,0,0,245,0,0
"2108",0,0,0,560,0,0
"2109",0,120,0,130,120,0
"2110",105,0,0,50,300,0
"2111",0,0,0,58,754,2
"2112",0,0,0,905,0,0
"2113",0,0,0,410,0,0
"2114",0,210,0,135,566,2
"2115",0,0,10,470,0,1
"2116",0,0,0,1200,0,0
"2117",0,0,0,360,120,0
"2118",0,90,0,45,345,2
"2119",0,0,0,660,120,2
"2120",0,0,0,390,270,2
"2121",0,125,0,295,125,0
"2122",0,0,0,810,0,0
"2123",0,0,0,810,0,0
"2124",0,0,0,60,0,0
"2125",0,0,0,0,960,2
"2126",0,695,0,0,695,0
"2127",0,500,0,260,500,0
"2128",0,0,0,300,8,1
"2129",0,0,0,310,410,3
"2130",0,0,0,55,745,3
"2131",0,0,0,630,100,1
"2132",0,0,0,660,30,1
"2133",0,0,0,865,0,2
"2134",0,0,0,780,60,2
"2135",0,0,0,480,240,1
"2136",0,0,0,240,480,2
"2137",0,0,0,480,195,1
"2138",0,720,0,0,720,0
"2139",0,0,0,810,0,0
"2140",0,0,0,0,780,2
"2141",30,0,0,360,60,1
"2142",0,0,0,690,30,2
"2143",0,0,0,300,120,0
"2144",0,0,0,540,310,3
"2145",0,0,0,540,270,1
"2146",0,0,0,690,210,1
"2147",0,0,0,540,300,1
"2148",0,0,0,32,928,1
"2149",0,0,0,549,0,0
"2150",0,0,0,805,35,0
"2151",0,0,0,600,150,0
"2152",0,0,0,346,675,0
"2153",250,0,0,260,0,0
"2154",0,749,0,31,749,0
"2155",0,75,0,315,378,0
"2156",0,0,0,720,0,0
"2157",0,385,0,450,385,0
"2158",190,0,0,625,0,0
"2159",0,0,0,780,0,0
"2160",0,810,0,60,810,0
"2161",0,0,0,925,0,0
"2162",0,0,0,840,0,0
"2163",0,0,0,0,690,0
"2164",0,355,0,40,355,0
"2165",0,196,0,150,795,1
"2166",0,110,0,40,470,4
"2167",0,89,0,0,885,0
"2168",0,0,0,449,0,0
"2169",0,185,0,180,784,0
"2170",0,225,0,225,225,0
"2171",0,0,0,350,255,0
"2172",0,0,0,820,0,0
"2173",0,345,0,495,375,0
"2174",0,0,0,715,120,0
"2175",0,210,0,130,210,0
"2176",0,175,0,80,250,1
"2177",0,390,0,60,720,0
"2178",0,0,0,121,0,0
"2179",0,0,0,710,0,0
"2180",0,0,0,0,310,2
"2181",0,0,0,960,0,0
"2182",0,235,0,615,235,0
"2183",0,150,0,60,770,2
"2184",0,0,0,170,315,2
"2185",0,0,0,360,330,0
"2186",0,180,0,90,765,2
"2187",0,750,0,195,750,0
"2188",0,0,0,570,0,0
"2189",0,0,0,160,0,0
"2190",0,708,0,30,870,1
"2191",0,0,0,920,150,0
"2192",0,855,0,0,915,0
"2193",0,0,0,215,415,1
"2194",0,100,0,482,100,0
"2195",0,270,240,10,325,1
"2196",0,0,0,580,0,0
"2197",0,0,0,720,0,0
"2198",0,0,0,710,0,0
"2199",0,0,0,990,0,0
"2200",0,0,0,125,805,2
"2201",0,0,0,840,0,0
"2202",0,120,0,210,570,0
"2203",0,0,0,820,135,0
"2204",0,0,0,995,0,0
"2205",0,465,0,375,465,0
"2206",0,750,0,90,750,0
"2207",0,270,0,47,823,3
"2208",0,60,0,150,690,2
"2209",0,0,0,270,725,3
"2210",0,0,0,375,200,0
"2211",0,290,0,155,290,0
"2212",0,0,0,150,690,2
"2213",0,0,0,45,630,0
"2214",0,160,30,40,310,3
"2215",0,0,0,0,840,2
"2216",0,0,0,340,90,1
"2217",0,638,0,202,638,0
"2218",0,0,0,110,400,0
"2219",0,0,0,795,45,0
"2220",0,210,0,263,210,0
"2221",0,185,0,675,185,0
"2222",0,210,0,330,210,1
"2223",0,45,0,65,270,2
"2224",0,0,20,55,250,2
"2225",0,0,0,930,0,0
"2226",0,0,0,765,0,0
"2227",0,420,0,15,420,0
"2228",0,220,0,315,220,0
"2229",0,0,0,356,0,0
"2230",0,150,0,0,345,1
"2231",0,260,0,144,320,0
"2232",0,0,0,600,285,0
"2233",531,65,0,97,596,0
"2234",0,0,0,150,120,0
"2235",0,0,60,250,260,3
"2236",0,562,0,360,840,4
"2237",489,0,0,510,0,0
"2238",0,250,0,210,570,0
"2239",0,0,0,30,0,0
"2240",0,720,0,0,720,0
"2241",0,0,0,61,664,1
"2242",0,0,0,330,540,4
"2243",0,0,0,930,0,0
"2244",0,60,0,150,510,0
"2245",0,0,0,1110,0,1
"2246",0,0,0,60,0,0
"2247",0,0,0,300,255,1
"2248",0,300,0,540,300,0
"2249",0,0,0,790,20,0
"2250",0,0,0,755,0,0
"2251",0,0,0,170,595,3
"2252",0,0,0,1005,0,0
"2253",0,390,0,210,390,0
"2254",215,180,0,100,465,2
"2255",0,0,0,665,0,0
"2256",190,0,0,575,40,0
"2257",0,0,0,520,0,0
"2258",0,0,0,705,0,0
"2259",0,0,0,0,340,2
"2260",0,0,0,200,775,1
"2261",0,0,0,775,5,0
"2262",0,170,0,290,540,3
"2263",0,0,0,900,30,0
"2264",0,0,0,195,0,0
"2265",0,0,0,425,115,0
"2266",0,899,0,121,899,0
"2267",0,2,0,60,452,1
"2268",0,0,30,50,0,1
"2269",0,0,0,15,850,3
"2270",80,0,0,60,210,6
"2271",0,285,0,600,285,0
"2272",0,0,0,70,390,1
"2273",0,193,0,36,193,0
"2274",0,0,0,600,390,0
"2275",0,448,0,132,828,4
"2276",0,445,0,175,1050,2
"2277",0,0,0,655,0,0
"2278",0,0,0,65,865,2
"2279",0,0,0,630,285,2
"2280",0,0,0,765,0,0
"2281",0,0,0,780,0,0
"2282",0,0,0,885,0,0
"2283",0,0,0,630,130,0
"2284",0,0,0,630,60,0
"2285",0,557,0,168,557,0
"2286",300,341,0,115,541,1
"2287",0,0,0,239,620,1
"2288",0,0,0,870,0,0
"2289",0,0,0,430,345,0
"2290",0,0,0,225,215,2
"2291",0,0,0,185,0,0
"2292",0,360,0,280,360,0
"2293",0,120,0,190,625,2
"2294",0,225,0,182,225,0
"2295",0,0,0,585,0,0
"2296",0,150,0,110,580,2
"2297",405,0,0,495,0,0
"2298",0,0,0,1020,0,0
"2299",0,130,0,610,130,0
"2300",0,590,0,175,875,0
"2301",0,300,0,545,420,0
"2302",0,0,0,1020,0,0
"2303",0,0,0,1165,0,0
"2304",0,0,0,430,395,0
"2305",0,0,0,928,2,0
"2306",0,0,0,150,705,2
"2307",0,0,0,0,1010,3
"2308",0,0,0,606,264,2
"2309",0,190,0,240,220,4
"2310",0,45,0,0,495,2
"2311",40,0,0,493,165,0
"2312",0,30,60,80,90,3
"2313",0,0,0,745,0,0
"2314",0,60,0,30,240,1
"2315",60,0,0,45,885,2
"2316",0,0,0,600,0,0
"2317",0,0,0,30,907,2
"2318",0,150,0,0,895,3
"2319",0,0,0,480,0,0
"2320",0,0,0,624,195,0
"2321",0,0,0,900,0,0
"2322",0,10,0,825,10,0
"2323",0,810,0,150,810,0
"2324",0,0,0,620,250,2
"2325",0,0,0,761,0,0
"2326",0,495,0,60,905,5
"2327",0,0,0,810,0,0
"2328",0,270,0,210,270,0
"2329",855,0,0,5,0,0
"2330",0,200,0,20,360,2
"2331",90,0,0,553,177,0
"2332",0,225,0,600,225,0
"2333",0,0,0,1078,0,0
"2334",0,120,0,303,337,1
"2335",0,107,0,383,587,1
"2336",0,0,0,732,0,0
"2337",0,0,0,80,30,1
"2338",0,0,0,575,85,0
"2339",0,10,0,156,214,2
"2340",0,15,0,355,15,0
"2341",390,0,0,240,390,2
"2342",0,450,0,510,450,0
"2343",0,0,0,85,690,0
"2344",0,0,0,825,0,3
"2345",0,0,0,160,490,3
"2346",0,0,0,660,0,0
"2347",0,0,0,1020,0,0
"2348",0,0,0,70,60,2
"2349",0,220,0,25,775,1
"2350",0,0,0,180,410,0
"2351",0,155,0,252,710,0
"2352",0,110,0,60,726,4
"2353",0,0,0,120,285,2
"2354",0,495,0,300,495,0
"2355",0,610,0,198,610,0
"2356",0,0,0,495,0,0
"2357",0,0,0,230,225,2
"2358",0,0,0,1034,0,0
"2359",0,0,0,810,300,0
"2360",0,560,0,317,560,0
"2361",0,675,0,134,675,0
"2362",0,0,30,50,0,0
"2363",0,660,0,210,660,0
"2364",0,0,0,120,570,0
"2365",0,0,0,900,0,0
"2366",0,0,0,721,0,0
"2367",0,0,0,1037,0,0
"2368",0,0,0,660,0,0
"2369",0,0,0,780,0,0
"2370",0,137,0,80,827,3
"2371",0,0,0,281,494,2
"2372",0,430,0,230,490,0
"2373",0,0,0,340,0,0
"2374",0,0,0,840,0,0
"2375",0,0,0,640,0,0
"2376",0,65,0,55,265,2
"2377",0,473,0,329,473,0
"2378",0,98,0,46,605,1
"2379",0,0,0,851,0,0
"2380",180,60,0,615,60,0
"2381",0,0,0,660,0,0
"2382",0,0,0,900,0,0
"2383",0,0,0,196,559,1
"2384",0,0,0,0,780,1
"2385",0,420,0,420,420,0
"2386",360,0,0,750,0,0
"2387",0,360,0,81,690,2
"2388",60,0,0,630,0,0
"2389",0,0,0,0,0,0
"2390",0,680,0,180,680,0
"2391",0,0,0,762,0,0
"2392",0,0,0,840,0,0
"2393",0,0,0,480,0,0
"2394",0,0,0,0,780,2
"2395",0,0,0,864,6,0
"2396",0,0,0,40,10,4
"2397",0,425,0,135,555,3
"2398",0,0,0,175,210,1
"2399",0,0,0,287,0,3
"2400",0,270,0,345,286,0
"2401",0,0,0,950,0,0
"2402",0,0,0,780,0,0
"2403",0,0,0,365,20,0
"2404",0,0,0,270,0,0
"2405",0,105,0,70,330,3
"2406",0,240,0,660,240,0
"2407",0,485,0,0,485,0
"2408",0,585,0,285,585,0
"2409",0,730,0,40,960,2
"2410",0,0,0,272,50,0
"2411",0,0,0,650,0,0
"2412",0,0,0,720,0,0
"2413",0,0,0,580,0,0
"2414",60,250,0,150,460,2
"2415",0,0,0,575,0,0
"2416",0,290,0,325,515,0
"2417",0,360,0,60,600,3
"2418",0,180,0,280,255,1
"2419",0,0,0,660,120,0
"2420",0,0,0,511,0,0
"2421",0,0,0,548,0,0
"2422",0,0,0,200,670,1
"2423",0,0,0,180,358,0
"2424",0,0,0,675,120,0
"2425",0,0,0,445,335,3
"2426",0,0,0,480,40,3
"2427",0,0,0,300,0,1
"2428",0,565,0,55,705,0
"2429",0,0,0,660,0,0
"2430",0,0,0,500,85,1
"2431",0,0,0,750,90,4
"2432",0,0,0,210,420,1
"2433",0,0,15,170,336,0
"2434",615,0,0,25,0,1
"2435",0,0,0,360,310,2
"2436",0,0,0,595,225,1
"2437",0,0,0,660,0,0
"2438",340,0,0,340,40,2
"2439",45,142,0,210,187,0
"2440",0,0,0,1020,0,1
"2441",0,770,0,70,770,0
"2442",0,402,0,23,402,0
"2443",0,0,0,735,0,0
"2444",60,120,0,111,684,1
"2445",0,30,0,405,485,2
"2446",0,660,0,210,660,0
"2447",0,0,0,795,45,1
"2448",0,0,0,510,510,2
"2449",0,0,0,180,285,0
"2450",0,60,0,0,785,1
"2451",0,0,0,122,182,0
"2452",0,148,0,0,870,1
"2453",0,0,0,1140,0,0
"2454",0,0,0,0,750,0
"2455",0,267,0,195,522,0
"2456",0,244,0,515,244,0
"2457",0,0,0,1070,40,0
"2458",0,0,0,390,630,1
"2459",0,180,0,30,765,1
"2460",0,90,0,229,180,1
"2461",0,0,0,945,0,0
"2462",0,0,0,630,270,1
"2463",0,195,0,25,230,2
"2464",0,0,0,885,0,0
"2465",0,345,0,490,345,0
"2466",0,0,0,990,0,0
"2467",0,0,0,345,0,0
"2468",0,0,0,812,0,0
"2469",0,190,0,0,930,2
"2470",0,90,0,690,90,0
"2471",0,0,274,491,0,0
"2472",0,0,0,420,0,0
"2473",0,0,0,135,0,0
"2474",0,430,0,220,475,1
"2475",0,200,0,160,415,3
"2476",35,0,0,485,35,0
"2477",0,791,0,237,791,0
"2478",0,180,0,20,615,2
"2479",0,320,0,520,320,0
"2480",0,0,0,710,0,0
"2481",0,195,0,205,315,2
"2482",0,0,0,101,0,0
"2483",0,920,0,15,920,0
"2484",0,0,0,926,0,0
"2485",0,0,0,245,570,0
"2486",0,0,0,240,60,1
"2487",0,0,0,760,0,0
"2488",0,0,0,810,0,0
"2489",0,0,0,245,120,0
"2490",0,0,0,935,0,0
"2491",0,0,0,285,630,0
"2492",0,0,0,960,30,0
"2493",0,20,0,120,685,2
"2494",0,180,0,780,180,0
"2495",0,0,0,245,540,1
"2496",0,410,0,0,410,0
"2497",0,0,0,1050,0,0
"2498",0,0,30,150,0,0
"2499",0,642,0,198,642,0
"2500",0,360,0,420,360,0
"2501",0,0,0,900,0,0
"2502",0,0,0,440,0,0
"2503",0,0,5,99,0,0
"2504",0,419,0,209,651,2
"2505",0,0,0,810,0,0
"2506",0,110,0,150,340,1
"2507",0,120,0,570,300,0
"2508",360,0,0,264,256,0
"2509",0,405,0,345,405,0
"2510",0,230,0,205,230,0
"2511",0,0,0,660,180,0
"2512",0,0,0,870,0,0
"2513",0,0,0,900,0,0
"2514",0,0,0,650,0,0
"2515",0,0,0,475,105,2
"2516",0,0,0,765,0,0
"2517",0,30,0,60,345,2
"2518",0,0,0,120,670,1
"2519",0,780,0,30,780,0
"2520",0,280,0,30,340,2
"2521",0,385,0,545,385,0
"2522",0,0,0,900,0,0
"2523",0,680,0,160,680,0
"2524",0,0,0,795,0,0
"2525",0,0,0,858,0,0
"2526",0,0,0,415,104,0
"2527",0,0,0,960,0,0
"2528",0,0,0,480,300,1
"2529",0,0,0,934,0,0
"2530",0,60,0,60,240,1
"2531",0,0,0,280,0,1
"2532",0,0,0,880,0,0
"2533",0,0,0,915,0,0
"2534",0,175,0,120,175,0
"2535",0,720,0,0,810,0
"2536",0,140,0,700,140,0
"2537",0,175,0,105,175,0
"2538",0,0,0,960,0,0
"2539",0,0,0,162,0,0
"2540",0,0,0,351,105,3
"2541",0,0,0,235,0,0
"2542",0,570,0,360,570,0
"2543",0,630,0,270,630,0
"2544",240,0,0,0,780,0
"2545",0,0,0,72,315,3
"2546",0,0,0,945,0,0
"2547",0,0,20,150,346,2
"2548",0,0,0,840,0,1
"2549",0,0,0,675,15,0
"2550",0,0,0,676,0,0
"2551",0,0,0,860,0,0
"2552",0,0,0,100,280,3
"2553",0,0,0,315,0,0
"2554",0,0,0,810,0,0
"2555",0,0,0,975,0,0
"2556",0,0,0,840,75,0
"2557",0,0,0,344,0,0
"2558",0,565,0,180,720,1
"2559",0,300,0,480,300,0
"2560",0,915,0,15,915,0
"2561",0,120,0,610,120,0
"2562",0,0,0,870,0,0
"2563",0,0,0,840,0,0
"2564",0,0,0,150,0,0
"2565",0,0,0,335,385,0
"2566",0,0,0,660,0,0
"2567",0,225,0,85,245,0
"2568",0,0,0,765,15,1
"2569",0,0,0,297,460,0
"2570",0,0,0,1110,0,0
"2571",0,0,0,960,0,0
"2572",0,1070,0,0,1070,0
"2573",0,0,0,810,0,0
"2574",0,0,0,840,0,0
"2575",0,0,0,880,0,0
"2576",0,0,0,710,0,0
"2577",0,0,0,615,0,0
"2578",0,0,0,180,660,0
"2579",0,0,0,70,460,2
"2580",0,420,0,0,760,0
"2581",0,0,0,155,555,0
"2582",0,30,0,15,195,2
"2583",0,0,0,90,360,0
"2584",0,210,0,110,210,0
"2585",0,0,0,720,0,0
"2586",0,690,0,180,690,0
"2587",0,0,0,770,0,0
"2588",0,0,0,990,0,0
"2589",0,0,0,660,150,1
"2590",0,0,0,235,0,0
"2591",0,31,0,97,379,1
"2592",0,540,0,75,825,0
"2593",0,150,0,365,565,3
"2594",0,335,0,500,335,0
"2595",0,0,0,330,60,0
"2596",0,0,0,590,0,0
"2597",0,0,0,720,0,0
"2598",0,0,0,740,0,1
"2599",0,0,0,165,682,0
"2600",0,0,0,1000,0,0
"2601",0,0,0,675,0,0
"2602",0,60,0,78,439,1
"2603",0,0,0,135,765,3
"2604",0,0,0,960,0,0
"2605",0,225,0,315,255,0
"2606",0,360,0,30,360,0
"2607",0,0,0,105,0,2
"2608",0,0,0,780,0,0
"2609",0,60,0,75,310,2
"2610",0,0,0,325,0,0
"2611",0,0,0,235,0,0
"2612",0,0,0,480,120,0
"2613",0,450,0,0,900,0
"2614",0,300,0,0,300,0
"2615",0,55,0,130,845,3
"2616",0,0,0,960,0,0
"2617",0,0,0,0,550,1
"2618",0,0,0,15,735,1
"2619",0,165,0,485,420,2
"2620",0,30,0,60,630,4
"2621",0,0,0,0,870,0
"2622",0,270,0,480,270,3
"2623",0,30,0,95,395,1
"2624",0,0,0,1065,0,0
"2625",0,0,0,1089,216,0
"2626",0,15,0,426,249,1
"2627",0,0,0,615,90,1
"2628",0,145,0,149,411,2
"2629",0,285,0,15,315,0
"2630",0,0,0,660,0,0
"2631",0,0,0,750,0,2
"2632",0,360,0,377,510,0
"2633",0,0,0,120,520,2
"2634",0,0,0,240,540,0
"2635",0,0,0,600,0,0
"2636",0,0,0,720,0,2
"2637",0,0,0,230,0,0
"2638",0,810,0,0,810,0
"2639",18,0,0,328,0,0
"2640",0,0,0,140,610,3
"2641",0,30,0,285,50,0
"2642",0,0,0,15,530,1
"2643",0,0,0,30,0,2
"2644",0,0,0,1170,0,0
"2645",0,810,0,120,810,0
"2646",0,0,0,137,0,0
"2647",0,0,0,315,0,0
"2648",0,170,0,535,200,1
"2649",0,296,0,574,356,0
"2650",0,280,0,500,280,0
"2651",0,0,0,140,0,0
"2652",0,0,0,1080,0,0
"2653",105,720,0,90,825,0
"2654",0,60,0,0,210,1
"2655",0,300,0,0,300,0
"2656",0,0,0,160,190,2
"2657",0,210,0,165,210,0
"2658",0,105,0,90,390,2
"2659",0,275,0,565,275,0
"2660",0,0,0,840,0,0
"2661",0,0,0,737,0,0
"2662",0,0,0,790,0,0
"2663",0,0,0,215,645,2
"2664",0,0,0,165,0,0
"2665",0,0,0,480,0,0
"2666",0,0,0,176,208,0
"2667",0,0,0,860,0,0
"2668",0,0,0,210,640,1
"2669",0,0,30,157,100,2
"2670",0,0,0,180,630,1
"2671",0,0,0,480,0,0
"2672",0,90,30,60,340,2
"2673",0,240,0,180,240,0
"2674",0,0,0,925,0,2
"2675",0,0,0,930,0,0
"2676",0,0,0,435,47,1
"2677",0,680,0,280,680,0
"2678",0,0,0,499,0,0
"2679",0,40,0,115,40,0
"2680",0,210,0,810,210,0
"2681",0,0,0,165,0,0
"2682",0,335,0,0,335,0
"2683",0,90,0,97,813,2
"2684",0,0,0,372,0,0
"2685",0,840,0,80,840,0
"2686",0,535,0,95,655,0
"2687",0,0,0,690,0,0
"2688",0,0,0,600,120,2
"2689",0,0,0,45,0,0
"2690",230,0,0,425,35,0
"2691",0,0,0,180,555,1
"2692",0,0,0,10,680,1
"2693",180,0,0,220,0,0
"2694",0,0,0,1080,0,0
"2695",0,0,0,1,565,1
"2696",0,975,0,0,975,0
"2697",0,765,0,210,765,0
"2698",0,691,0,179,691,1
"2699",0,0,0,400,375,0
"2700",0,0,0,0,540,0
"2701",0,0,0,150,250,0
"2702",0,0,0,890,60,0
"2703",0,0,0,230,315,6
"2704",0,190,0,579,190,0
"2705",0,0,15,273,0,0
"2706",0,65,0,330,300,4
"2707",0,653,0,202,653,0
"2708",0,290,0,580,290,0
"2709",0,0,0,735,0,0
"2710",0,153,0,0,850,4
"2711",0,0,0,787,0,0
"2712",0,0,0,810,0,0
"2713",0,0,0,305,0,0
"2714",0,620,0,280,620,0
"2715",0,0,0,30,750,2
"2716",0,0,0,835,80,0
"2717",0,750,0,90,750,0
"2718",0,65,0,70,518,2
"2719",0,0,0,578,240,1
"2720",0,0,0,80,560,2
"2721",0,0,0,330,465,0
"2722",0,520,0,210,520,0
"2723",0,0,0,760,0,0
"2724",0,125,0,0,930,2
"2725",0,0,0,150,510,0
"2726",0,580,0,80,580,0
"2727",0,0,0,360,0,0
"2728",0,0,0,690,0,0
"2729",0,0,0,975,0,0
"2730",0,0,0,71,334,2
"2731",0,0,0,0,900,4
"2732",0,0,0,225,120,1
"2733",0,0,0,240,430,1
"2734",0,285,0,365,614,2
"2735",0,752,0,178,752,0
"2736",0,570,0,240,570,0
"2737",0,0,0,875,20,0
"2738",0,0,0,0,900,1
"2739",0,178,45,235,395,0
"2740",60,350,0,390,410,0
"2741",0,0,0,420,240,0
"2742",0,0,0,310,0,0
"2743",360,0,0,525,0,0
"2744",0,0,0,210,340,0
"2745",0,0,0,840,0,0
"2746",0,393,0,108,393,0
"2747",0,480,0,450,480,0
"2748",0,0,30,105,292,1
"2749",0,75,0,40,335,1
"2750",0,0,0,750,150,0
"2751",0,365,0,492,365,0
"2752",260,120,0,435,545,0
"2753",0,0,0,540,390,2
"2754",0,60,0,300,540,2
"2755",0,0,0,810,0,0
"2756",0,135,30,125,195,0
"2757",0,0,0,195,391,2
"2758",0,640,0,20,640,0
"2759",0,0,15,340,0,2
"2760",0,0,0,720,0,0
"2761",0,0,0,0,970,1
"2762",0,0,0,705,120,0
"2763",0,0,0,840,0,0
"2764",0,0,0,631,0,0
"2765",0,0,120,0,293,2
"2766",0,710,0,0,710,0
"2767",0,225,60,80,225,4
"2768",0,560,0,110,740,0
"2769",0,660,0,60,660,0
"2770",0,0,0,870,85,0
"2771",240,0,0,30,0,0
"2772",0,0,0,20,565,1
"2773",0,0,0,750,0,0
"2774",0,0,30,280,30,1
"2775",240,0,0,360,0,0
"2776",0,205,0,135,205,0
"2777",0,20,0,130,615,2
"2778",0,15,30,610,15,0
"2779",0,270,0,630,300,1
"2780",0,100,0,770,100,0
"2781",0,0,0,270,645,1
"2782",0,0,0,370,0,0
"2783",0,375,0,100,755,1
"2784",0,310,0,90,310,0
"2785",0,440,0,280,500,2
"2786",0,270,0,90,270,1
"2787",0,730,0,140,730,0
"2788",0,175,0,65,900,3
"2789",90,180,0,150,180,0
"2790",0,91,0,509,91,0
"2791",0,0,0,570,0,0
"2792",285,0,0,30,225,2
"2793",0,245,0,360,510,0
"2794",0,420,0,420,420,0
"2795",0,0,0,0,0,0
"2796",0,0,0,900,0,0
"2797",0,178,0,210,750,3
"2798",0,180,0,440,180,0
"2799",0,0,0,860,0,0
"2800",690,0,0,10,50,3
"2801",0,0,0,70,560,2
"2802",0,0,30,316,39,0
"2803",0,0,0,0,860,1
"2804",0,0,0,165,690,3
"2805",0,0,0,30,340,0
"2806",0,0,15,155,195,2
"2807",0,0,0,750,90,1
"2808",0,0,0,120,330,1
"2809",0,0,0,30,780,0
"2810",475,0,0,90,170,2
"2811",0,0,0,702,120,1
"2812",1086,0,0,0,0,1
"2813",0,0,0,175,0,0
"2814",0,0,0,194,335,1
"2815",0,0,0,313,142,1
"2816",560,0,0,160,0,0
"2817",130,0,0,760,120,0
"2818",0,0,0,180,620,3
"2819",0,0,0,20,500,3
"2820",180,0,0,30,0,0
"2821",0,0,0,60,330,1
"2822",0,0,0,565,0,0
"2823",0,0,0,780,0,0
"2824",0,0,0,390,320,2
"2825",0,0,0,315,685,4
"2826",0,0,0,180,374,0
"2827",0,0,0,0,840,1
"2828",635,0,0,325,60,1
"2829",0,553,0,155,641,0
"2830",165,0,0,150,240,1
"2831",0,0,0,240,592,1
"2832",0,0,0,40,531,1
"2833",765,0,0,135,60,1
"2834",0,0,0,266,574,1
"2835",0,0,0,60,780,2
"2836",0,120,0,60,705,1
"2837",0,0,0,840,0,0
"2838",0,340,42,150,340,0
"2839",0,90,0,270,90,0
"2840",0,0,110,140,120,4
"2841",0,0,0,790,0,0
"2842",0,0,0,805,0,0
"2843",20,1040,0,65,1060,0
"2844",0,0,0,740,120,0
"2845",0,0,0,0,825,1
"2846",0,675,0,240,675,0
"2847",0,0,0,780,60,0
"2848",0,125,0,345,335,0
"2849",0,0,0,615,225,0
"2850",0,0,0,760,0,0
"2851",0,0,110,105,5,0
"2852",0,355,0,395,355,0
"2853",0,80,0,250,230,0
"2854",0,45,0,120,165,0
"2855",0,360,0,70,360,0
"2856",0,0,0,960,0,0
"2857",0,0,0,475,0,0
"2858",0,0,0,132,0,0
"2859",471,0,0,204,125,0
"2860",0,0,0,0,700,2
"2861",0,0,15,60,315,1
"2862",0,0,0,740,0,2
"2863",0,0,0,752,0,0
"2864",0,750,0,0,900,2
"2865",0,0,0,915,0,0
"2866",0,0,0,335,0,0
"2867",0,195,0,527,435,0
"2868",0,0,0,75,765,1
"2869",0,0,0,765,0,0
"2870",0,0,0,240,420,3
"2871",0,0,0,470,0,0
"2872",0,30,0,120,165,3
"2873",0,0,0,0,780,2
"2874",0,0,0,820,0,0
"2875",0,414,0,285,414,0
"2876",0,0,0,275,210,3
"2877",0,730,0,0,730,0
"2878",0,0,0,930,0,0
"2879",0,0,0,70,120,0
"2880",0,0,0,730,0,0
"2881",0,390,0,297,578,0
"2882",0,0,0,105,0,4
"2883",0,0,0,750,0,0
"2884",0,87,0,10,453,1
"2885",205,310,0,355,515,0
"2886",0,310,0,195,310,0
"2887",0,763,0,197,763,0
"2888",0,0,0,105,595,2
"2889",135,90,0,20,760,7
"2890",0,0,0,600,0,0
"2891",0,255,0,528,255,0
"2892",0,670,0,270,670,0
"2893",0,0,0,555,0,0
"2894",0,0,0,525,0,0
"2895",0,0,0,690,0,0
"2896",0,505,0,300,505,0
"2897",0,268,0,647,268,0
"2898",0,0,0,455,325,1
"2899",0,167,0,443,427,0
"2900",0,135,0,225,570,2
"2901",120,0,0,1290,0,0
"2902",0,315,0,495,315,0
"2903",0,30,0,225,90,3
"2904",0,645,0,365,645,0
"2905",0,234,0,155,445,0
"2906",0,456,0,325,456,0
"2907",0,0,0,290,470,1
"2908",0,0,0,745,0,0
"2909",0,0,0,864,0,3
"2910",47,589,0,296,592,0
"2911",0,107,0,248,424,0
"2912",0,300,0,465,300,0
"2913",0,600,0,180,600,0
"2914",0,0,0,430,0,0
"2915",0,0,0,365,0,0
"2916",0,0,0,120,750,2
"2917",0,480,0,0,870,0
"2918",0,0,0,510,135,1
"2919",0,0,0,0,660,0
"2920",0,0,0,700,80,0
"2921",0,0,0,780,0,0
"2922",0,0,0,55,715,2
"2923",0,0,0,545,0,0
"2924",0,0,0,50,920,3
"2925",0,0,0,60,715,1
"2926",0,0,0,840,0,0
"2927",0,0,0,840,0,0
"2928",0,0,60,322,0,0
"2929",0,0,0,360,390,1
"2930",340,0,0,205,450,1
"2931",0,0,0,120,660,2
"2932",45,0,0,610,20,0
"2933",0,0,0,30,445,3
"2934",0,75,0,152,698,3
"2935",0,0,0,834,126,0
"2936",0,60,0,15,369,2
"2937",0,0,0,61,690,1
"2938",0,0,0,602,130,0
"2939",0,235,0,420,235,0
"2940",0,0,0,315,360,0
"2941",0,687,0,138,747,0
"2942",0,30,0,180,550,6
"2943",0,0,120,0,690,1
"2944",0,0,0,60,400,1
"2945",0,0,0,930,0,0
"2946",0,0,0,145,130,0
"2947",0,150,0,35,345,2
"2948",0,79,0,388,79,0
"2949",0,0,0,324,103,0
"2950",0,0,0,446,0,0
"2951",0,0,0,850,0,0
"2952",0,0,0,0,780,0
"2953",150,265,0,265,665,1
"2954",0,0,30,105,380,2
"2955",0,0,680,50,0,0
"2956",0,405,0,480,405,0
"2957",0,0,0,3,210,1
"2958",0,0,0,2,555,0
"2959",0,0,0,930,0,0
"2960",0,660,0,330,690,0
"2961",0,244,0,170,244,0
"2962",0,0,0,245,0,0
"2963",0,0,0,615,0,0
"2964",0,0,0,242,0,0
"2965",0,565,0,80,745,0
"2966",60,0,0,660,0,0
