"","TRTFRIEND","TRTSPONLY","TRTCCC","TRTALONE","TRTFAMILY","TRCHILDNUM"
"4451",0,605,0,235,605,0
"4452",0,50,0,245,535,0
"4453",0,270,0,465,270,0
"4454",0,0,0,750,300,0
"4455",0,15,0,290,635,2
"4456",0,315,0,310,315,0
"4457",145,265,0,71,410,0
"4458",0,525,0,345,525,0
"4459",0,0,0,510,330,1
"4460",0,0,0,305,595,0
"4461",0,0,0,120,780,0
"4462",0,505,0,305,505,0
"4463",0,0,0,540,0,0
"4464",0,795,0,15,795,0
"4465",0,0,0,960,0,0
"4466",90,0,0,790,0,0
"4467",0,0,0,300,400,1
"4468",0,125,0,465,125,0
"4469",0,170,0,200,305,0
"4470",0,0,0,0,440,1
"4471",0,0,0,630,167,0
"4472",0,0,0,70,570,1
"4473",0,0,0,860,0,0
"4474",0,321,0,35,655,2
"4475",0,0,0,60,719,0
"4476",0,0,0,606,180,0
"4477",0,300,0,421,455,1
"4478",0,0,0,0,0,0
"4479",0,0,0,710,0,0
"4480",0,0,0,420,290,0
"4481",0,125,0,330,125,0
"4482",0,0,0,180,550,1
"4483",0,0,0,20,950,0
"4484",0,840,0,0,840,0
"4485",0,695,0,350,695,0
"4486",0,65,0,32,868,0
"4487",0,30,0,825,120,0
"4488",0,0,0,250,590,0
"4489",0,0,0,70,710,2
"4490",0,765,0,145,765,0
"4491",0,0,0,1050,0,0
"4492",0,40,0,170,620,6
"4493",0,0,0,253,205,0
"4494",0,150,0,136,512,3
"4495",0,465,0,170,465,0
"4496",0,145,0,323,145,0
"4497",0,595,0,275,595,0
"4498",0,0,0,639,471,0
"4499",0,127,0,248,172,1
"4500",0,0,0,80,285,2
"4501",0,390,0,335,390,0
"4502",30,705,0,0,735,0
"4503",0,675,0,105,675,0
"4504",0,390,0,435,390,0
"4505",0,510,0,390,510,0
"4506",0,0,0,35,298,2
"4507",0,0,0,110,760,2
"4508",0,45,0,720,255,3
"4509",0,517,0,413,517,0
"4510",0,0,0,901,0,0
"4511",0,0,0,125,0,0
"4512",0,0,5,805,158,0
"4513",0,10,2,543,290,2
"4514",45,220,0,90,775,0
"4515",0,0,0,65,135,2
"4516",0,0,0,615,75,0
"4517",0,375,0,555,375,0
"4518",0,580,0,0,860,0
"4519",0,190,0,0,840,2
"4520",0,0,0,85,280,3
"4521",0,55,15,10,85,2
"4522",0,0,0,485,0,0
"4523",0,0,0,743,0,0
"4524",0,0,0,600,90,0
"4525",300,0,0,360,0,0
"4526",0,352,0,253,662,0
"4527",340,0,0,454,0,1
"4528",0,350,0,45,380,2
"4529",0,90,0,270,90,0
"4530",0,0,90,785,0,0
"4531",0,160,0,416,160,0
"4532",90,330,0,480,420,0
"4533",0,0,0,900,30,0
"4534",0,0,0,190,0,0
"4535",0,50,0,135,855,2
"4536",0,225,0,80,445,2
"4537",0,60,0,120,765,0
"4538",0,0,0,795,0,0
"4539",170,0,0,440,0,0
"4540",0,0,0,195,725,0
"4541",0,0,25,237,90,1
"4542",0,0,0,825,0,0
"4543",0,0,0,170,0,0
"4544",0,780,0,30,780,0
"4545",0,355,0,55,355,0
"4546",0,0,0,200,0,0
"4547",0,120,0,60,870,2
"4548",0,540,0,360,540,0
"4549",0,0,0,300,815,1
"4550",0,0,0,20,760,0
"4551",0,0,0,960,0,0
"4552",0,170,0,230,170,0
"4553",0,0,0,510,0,0
"4554",0,210,0,630,210,0
"4555",60,0,0,130,180,2
"4556",0,720,0,60,720,0
"4557",0,0,0,755,20,0
"4558",0,86,0,70,640,2
"4559",0,630,0,60,630,0
"4560",0,0,30,65,330,2
"4561",0,0,0,833,89,0
"4562",0,0,0,705,0,0
"4563",755,0,0,180,735,0
"4564",0,0,0,1035,0,0
"4565",15,435,0,35,740,1
"4566",0,145,0,585,210,2
"4567",0,0,30,72,130,1
"4568",0,105,0,40,815,2
"4569",0,0,0,735,105,0
"4570",0,0,0,720,270,0
"4571",0,0,0,130,950,1
"4572",0,0,0,285,540,2
"4573",0,375,0,120,405,1
"4574",0,0,30,320,0,1
"4575",0,0,5,325,106,0
"4576",0,0,0,750,30,0
"4577",0,0,0,495,0,0
"4578",0,0,0,510,30,0
"4579",0,760,0,180,760,0
"4580",0,0,0,565,285,1
"4581",0,220,15,125,280,0
"4582",0,0,0,1005,0,0
"4583",0,180,0,180,690,1
"4584",0,0,0,435,0,0
"4585",180,0,0,225,0,2
"4586",56,0,0,454,255,0
"4587",0,0,0,515,0,0
"4588",0,0,0,690,210,0
"4589",0,0,0,647,180,0
"4590",0,0,0,385,60,0
"4591",0,167,0,823,167,0
"4592",0,480,0,795,570,0
"4593",0,0,63,378,17,1
"4594",0,30,0,150,760,3
"4595",0,0,0,740,0,0
"4596",0,0,0,285,255,2
"4597",0,180,0,20,180,0
"4598",0,0,0,20,0,0
"4599",345,0,0,45,0,0
"4600",0,385,0,440,385,0
"4601",0,40,0,495,40,0
"4602",0,315,0,90,315,0
"4603",0,0,0,60,90,2
"4604",0,220,0,30,655,0
"4605",0,300,0,600,300,0
"4606",0,460,0,210,460,0
"4607",0,0,0,845,0,0
"4608",0,10,0,75,357,3
"4609",0,155,40,70,305,1
"4610",0,0,0,615,0,0
"4611",0,0,0,186,130,0
"4612",0,395,0,425,395,0
"4613",0,0,0,278,662,0
"4614",0,0,0,845,0,0
"4615",0,0,0,560,370,0
"4616",0,0,0,235,0,0
"4617",0,540,0,240,540,0
"4618",0,0,0,0,590,0
"4619",0,170,0,155,170,0
"4620",0,0,0,0,810,2
"4621",0,0,0,30,510,0
"4622",0,210,0,150,210,0
"4623",0,0,0,990,0,0
"4624",0,0,0,315,60,0
"4625",0,0,0,849,171,0
"4626",0,405,0,465,405,0
"4627",0,0,0,910,0,0
"4628",0,0,0,255,315,2
"4629",0,80,0,315,95,2
"4630",304,0,0,581,0,0
"4631",0,0,0,750,0,0
"4632",0,575,0,150,695,0
"4633",0,0,0,903,0,0
"4634",0,0,0,865,0,0
"4635",0,360,0,405,555,0
"4636",0,425,60,20,425,0
"4637",0,990,0,0,990,0
"4638",0,0,0,20,300,2
"4639",0,270,0,0,580,3
"4640",0,360,0,535,360,0
"4641",0,570,0,375,570,0
"4642",0,0,0,845,0,0
"4643",0,0,75,833,0,0
"4644",0,0,0,93,292,1
"4645",0,743,0,0,900,0
"4646",0,120,0,223,175,1
"4647",0,400,0,665,400,0
"4648",0,0,0,740,0,0
"4649",0,335,0,430,425,0
"4650",0,630,0,180,695,1
"4651",0,0,0,705,0,0
"4652",0,0,0,1023,0,0
"4653",0,255,0,65,255,0
"4654",0,0,0,845,0,0
"4655",0,35,15,98,316,3
"4656",0,0,0,120,900,0
"4657",0,0,0,45,815,0
"4658",15,0,0,595,105,0
"4659",0,221,0,60,221,0
"4660",0,0,0,75,725,0
"4661",0,690,0,150,690,0
"4662",0,120,0,690,120,0
"4663",0,720,0,0,720,0
"4664",0,0,0,225,0,0
"4665",0,0,0,810,90,0
"4666",0,0,0,265,330,2
"4667",0,0,0,1140,0,0
"4668",170,0,0,242,430,1
"4669",0,0,0,435,10,2
"4670",0,0,0,110,120,2
"4671",0,0,0,110,805,1
"4672",0,300,0,480,300,0
"4673",0,0,0,480,30,2
"4674",0,0,0,200,0,0
"4675",0,345,0,211,525,0
"4676",0,0,0,900,0,0
"4677",210,0,0,0,700,3
"4678",0,0,0,1000,30,1
"4679",0,0,0,45,0,0
"4680",0,120,0,740,120,0
"4681",0,60,15,510,60,0
"4682",0,0,0,420,270,0
"4683",0,0,0,730,140,1
"4684",185,0,0,65,835,2
"4685",0,0,0,570,0,0
"4686",0,0,0,165,690,1
"4687",0,0,0,120,655,2
"4688",0,0,0,90,775,0
"4689",0,720,0,150,720,0
"4690",0,0,0,885,0,0
"4691",0,0,0,720,0,1
"4692",0,0,0,525,135,0
"4693",0,185,0,205,670,3
"4694",0,0,0,1060,0,0
"4695",0,0,0,58,0,0
"4696",0,725,0,30,725,0
"4697",0,0,0,0,165,0
"4698",0,575,0,100,725,0
"4699",0,155,20,150,155,1
"4700",0,0,0,165,145,2
"4701",0,860,0,70,860,0
"4702",0,90,0,170,570,2
"4703",0,150,0,360,450,0
"4704",0,0,0,445,78,0
"4705",538,0,0,212,0,0
"4706",0,0,0,925,95,1
"4707",0,0,0,580,0,0
"4708",0,100,0,300,480,2
"4709",60,0,0,820,120,0
"4710",15,352,0,283,367,0
"4711",120,418,0,202,418,0
"4712",0,0,0,930,0,0
"4713",0,0,0,330,405,0
"4714",0,145,0,150,245,1
"4715",355,60,0,180,665,1
"4716",0,15,0,210,675,1
"4717",0,0,0,270,700,0
"4718",0,0,0,870,0,0
"4719",0,556,0,142,596,1
"4720",0,130,0,0,880,4
"4721",280,0,0,330,0,0
"4722",0,90,0,560,90,0
"4723",455,305,0,0,360,2
"4724",0,0,0,0,0,0
"4725",0,0,0,415,545,0
"4726",0,127,0,203,577,3
"4727",0,0,0,540,0,0
"4728",0,0,0,90,0,0
"4729",0,0,0,120,530,2
"4730",0,0,0,740,190,0
"4731",0,30,0,222,378,0
"4732",0,0,0,870,0,0
"4733",205,257,0,408,257,0
"4734",0,0,0,240,405,2
"4735",0,0,0,1080,0,0
"4736",0,0,0,785,160,0
"4737",0,0,0,450,120,1
"4738",0,0,0,330,600,0
"4739",0,0,0,285,495,2
"4740",0,0,0,300,525,1
"4741",0,150,0,360,300,0
"4742",300,0,0,540,0,0
"4743",0,0,0,242,0,0
"4744",0,140,0,90,140,0
"4745",495,0,0,0,260,1
"4746",238,150,0,62,1110,2
"4747",0,930,0,45,930,0
"4748",150,0,0,600,0,0
"4749",0,0,0,180,690,0
"4750",0,150,0,100,150,0
"4751",0,240,0,720,240,0
"4752",0,0,0,165,30,2
"4753",0,0,0,130,410,0
"4754",0,90,0,60,720,2
"4755",0,600,0,0,660,3
"4756",0,0,0,105,0,3
"4757",0,50,0,105,335,2
"4758",0,60,0,100,201,1
"4759",0,0,0,600,0,0
"4760",0,0,90,85,75,1
"4761",0,120,0,630,120,0
"4762",0,0,0,455,90,0
"4763",0,0,0,60,20,2
"4764",0,0,0,310,135,2
"4765",0,930,0,30,930,0
"4766",0,0,0,0,525,1
"4767",0,0,0,140,750,0
"4768",0,0,0,220,760,0
"4769",0,80,0,95,525,0
"4770",0,30,0,515,150,0
"4771",0,0,0,255,0,3
"4772",0,0,0,415,0,0
"4773",0,385,0,305,565,0
"4774",0,450,0,90,450,0
"4775",0,0,0,195,120,1
"4776",0,103,0,48,912,0
"4777",0,300,0,540,300,0
"4778",0,0,30,240,0,0
"4779",0,0,0,60,420,2
"4780",0,0,0,305,0,0
"4781",473,0,0,0,0,0
"4782",90,0,0,350,0,0
"4783",0,0,0,565,30,0
"4784",0,200,0,591,430,2
"4785",0,35,0,275,415,2
"4786",0,74,0,95,538,0
"4787",0,240,0,475,240,0
"4788",0,90,0,90,195,1
"4789",0,0,0,790,0,0
"4790",0,475,0,0,645,0
"4791",0,679,0,11,679,0
"4792",0,0,0,413,547,0
"4793",0,0,0,15,270,1
"4794",0,0,0,565,0,0
"4795",0,0,0,230,0,0
"4796",0,0,0,95,510,0
"4797",0,0,0,970,200,0
"4798",0,630,0,120,630,0
"4799",0,0,0,621,0,1
"4800",0,420,0,155,420,0
"4801",0,0,0,45,0,0
"4802",0,0,0,205,60,0
"4803",0,0,0,540,0,1
"4804",0,0,0,540,60,1
"4805",0,280,0,550,280,0
"4806",0,0,0,15,850,2
"4807",0,0,0,291,435,0
"4808",0,0,0,810,75,0
"4809",0,0,0,795,0,0
"4810",277,0,0,100,0,0
"4811",150,0,0,396,374,0
"4812",0,0,0,570,150,2
"4813",0,0,0,530,10,1
"4814",0,0,0,660,75,1
"4815",0,0,0,490,65,2
"4816",0,0,0,370,230,2
"4817",0,0,0,240,540,2
"4818",120,0,0,4,630,5
"4819",0,0,0,148,707,0
"4820",0,0,0,180,510,1
"4821",0,0,0,720,0,0
"4822",0,80,30,195,80,0
"4823",0,0,0,570,275,2
"4824",0,0,0,702,0,0
"4825",0,0,0,0,560,0
"4826",0,0,0,760,20,1
"4827",720,0,0,180,0,0
"4828",0,0,0,864,66,1
"4829",0,0,0,685,85,1
"4830",0,0,0,387,160,1
"4831",0,0,0,795,25,2
"4832",0,0,0,395,300,0
"4833",420,0,0,0,717,2
"4834",0,0,0,30,150,0
"4835",0,0,0,545,240,2
"4836",0,0,0,445,360,0
"4837",120,0,0,180,530,2
"4838",0,0,0,90,720,1
"4839",0,0,0,340,70,3
"4840",0,0,0,0,830,3
"4841",0,0,0,253,195,1
"4842",255,0,15,355,0,2
"4843",0,0,0,432,78,2
"4844",0,0,0,0,280,2
"4845",0,0,0,815,60,3
"4846",870,0,0,0,385,1
"4847",0,0,0,745,0,3
"4848",0,0,0,198,755,2
"4849",0,0,0,435,375,2
"4850",119,0,0,420,120,2
"4851",0,0,0,0,575,0
"4852",0,0,0,160,220,0
"4853",0,0,0,720,0,0
"4854",0,0,100,115,135,0
"4855",0,215,0,134,215,0
"4856",0,53,0,14,158,2
"4857",0,0,0,840,0,0
"4858",0,0,0,675,105,0
"4859",0,265,0,300,630,0
"4860",0,250,0,630,250,0
"4861",0,90,0,225,390,0
"4862",0,0,0,80,690,1
"4863",0,0,0,503,0,1
"4864",0,0,0,0,822,0
"4865",0,0,15,415,0,0
"4866",0,0,0,30,651,1
"4867",0,0,0,560,320,0
"4868",0,0,0,430,150,0
"4869",0,60,0,150,720,1
"4870",0,610,0,410,610,0
"4871",0,170,0,275,760,3
"4872",0,0,0,500,150,1
"4873",0,0,0,625,15,0
"4874",675,0,0,0,0,0
"4875",0,420,0,120,750,0
"4876",0,0,0,750,150,0
"4877",0,0,0,950,0,0
"4878",0,60,0,15,720,2
"4879",0,0,50,245,0,0
"4880",0,645,0,120,855,0
"4881",0,0,0,351,275,0
"4882",0,0,0,105,0,0
"4883",0,170,30,140,170,0
"4884",0,85,0,225,690,2
"4885",245,0,0,335,0,0
"4886",0,43,0,44,383,1
"4887",0,0,0,60,665,1
"4888",0,540,0,540,540,0
"4889",0,0,0,400,565,0
"4890",0,30,0,115,846,2
"4891",0,0,0,25,945,1
"4892",0,200,0,320,200,0
"4893",0,990,0,0,990,0
"4894",0,347,0,431,347,0
"4895",0,0,0,41,165,2
"4896",0,215,0,510,215,0
"4897",0,0,0,165,715,2
"4898",0,0,0,60,480,0
"4899",0,20,0,256,599,4
"4900",330,0,0,540,0,0
"4901",0,0,0,200,710,0
"4902",0,45,30,180,145,3
"4903",0,0,0,840,0,0
"4904",0,0,0,685,105,1
"4905",0,0,0,0,870,2
"4906",0,0,0,595,0,0
"4907",60,0,0,870,0,0
"4908",0,780,0,395,795,0
"4909",0,190,0,295,250,0
"4910",0,0,0,360,320,0
"4911",0,0,0,900,0,0
"4912",0,0,0,114,0,1
"4913",0,0,0,0,810,3
"4914",0,60,0,45,825,1
"4915",0,260,0,175,791,2
"4916",0,0,0,811,0,0
"4917",0,0,0,630,0,0
"4918",0,0,0,120,630,0
"4919",0,320,0,790,320,0
"4920",0,70,0,815,70,0
"4921",120,0,0,405,135,0
"4922",0,225,50,25,290,2
"4923",0,0,0,510,380,3
"4924",0,0,0,520,245,1
"4925",0,0,0,665,120,0
"4926",0,0,0,530,0,0
"4927",340,0,0,500,0,0
"4928",0,0,35,4,178,2
"4929",0,390,0,475,390,0
"4930",0,0,0,50,610,0
"4931",0,0,0,979,0,0
"4932",0,160,0,50,476,2
"4933",0,0,5,435,0,0
"4934",0,0,0,1020,0,0
"4935",0,0,0,300,168,0
"4936",0,280,0,545,280,0
"4937",0,595,0,95,595,0
"4938",0,480,0,235,686,1
"4939",0,0,0,749,0,1
"4940",0,0,0,1380,0,0
"4941",0,90,0,90,210,1
"4942",0,15,0,255,215,3
"4943",0,0,0,409,0,0
"4944",0,415,105,105,685,1
"4945",0,0,0,48,849,0
"4946",0,50,105,0,180,2
"4947",0,0,0,388,242,0
"4948",0,0,0,788,0,3
"4949",245,505,0,60,750,0
"4950",0,0,0,810,0,0
"4951",440,0,0,360,0,1
"4952",0,435,0,420,435,0
"4953",0,0,0,345,0,0
"4954",0,0,25,305,0,0
"4955",0,0,0,390,0,0
"4956",0,70,0,320,70,0
"4957",0,0,0,825,30,0
"4958",0,65,0,835,65,0
"4959",0,0,0,1050,0,0
"4960",0,0,0,807,0,0
"4961",0,120,0,0,920,2
"4962",0,0,0,225,165,2
"4963",0,300,0,340,300,0
"4964",0,30,0,355,240,1
"4965",0,80,0,200,615,3
"4966",0,0,0,870,0,0
"4967",0,0,0,175,565,0
"4968",0,0,0,0,900,0
"4969",0,0,0,165,0,0
"4970",240,0,0,635,0,0
"4971",0,0,0,195,0,0
"4972",0,405,0,585,405,0
"4973",0,210,0,90,780,0
"4974",0,126,0,325,545,1
"4975",0,0,0,710,175,0
"4976",0,0,0,540,0,0
"4977",0,30,50,365,30,0
"4978",0,303,0,90,855,0
"4979",0,30,0,300,585,2
"4980",0,120,0,480,360,0
"4981",0,0,0,970,0,0
"4982",0,0,0,30,0,0
"4983",0,0,0,90,740,1
"4984",0,675,0,135,675,0
"4985",0,0,0,65,770,2
"4986",0,0,0,435,180,0
"4987",0,0,0,970,30,0
"4988",0,105,0,20,340,1
"4989",0,120,0,355,120,0
"4990",0,0,0,350,550,2
"4991",0,0,0,250,512,0
"4992",0,0,0,240,450,1
"4993",0,0,0,772,0,0
"4994",0,0,0,420,0,0
"4995",0,0,0,670,0,0
"4996",0,0,0,275,0,0
"4997",0,630,0,45,630,0
"4998",0,240,0,75,255,0
"4999",0,690,0,270,720,0
"5000",0,0,0,26,369,0
"5001",0,0,0,425,0,0
"5002",0,0,0,0,780,0
"5003",0,0,0,0,680,1
"5004",0,0,25,30,250,2
"5005",0,243,0,410,610,0
"5006",0,0,0,330,450,0
"5007",0,666,0,264,666,0
"5008",0,330,0,80,330,0
"5009",0,0,0,823,0,0
"5010",0,0,0,0,690,2
"5011",0,0,0,120,660,2
"5012",0,120,0,715,120,0
"5013",0,0,0,1080,0,0
"5014",0,750,0,135,750,0
"5015",0,915,0,0,915,0
"5016",0,0,0,177,125,0
"5017",0,230,0,250,230,0
"5018",0,0,0,110,575,0
"5019",0,250,0,428,250,0
"5020",0,160,0,240,510,1
"5021",0,840,0,0,840,0
"5022",0,135,0,117,368,1
"5023",0,600,0,300,600,0
"5024",0,0,0,320,600,3
"5025",30,0,0,120,420,2
"5026",0,45,0,290,490,2
"5027",870,30,0,0,900,0
"5028",0,0,0,780,90,0
"5029",0,405,0,585,435,0
"5030",0,455,0,290,455,0
"5031",0,0,0,940,0,0
"5032",0,790,0,110,790,0
"5033",0,220,0,56,565,2
"5034",0,0,0,355,35,0
"5035",0,0,0,925,0,0
"5036",0,95,0,555,425,0
"5037",0,0,0,413,0,0
"5038",0,30,0,270,585,2
"5039",0,0,0,755,115,0
"5040",0,0,0,240,588,1
"5041",0,0,0,510,510,0
"5042",0,0,0,15,660,1
"5043",0,115,0,120,320,0
"5044",0,90,0,30,870,1
"5045",0,0,45,186,212,1
"5046",90,0,0,195,490,1
"5047",0,0,0,485,210,0
"5048",0,260,0,370,530,0
"5049",0,262,0,803,262,0
"5050",690,0,0,150,0,0
"5051",0,0,157,190,190,3
"5052",115,0,0,725,0,0
"5053",0,90,0,310,510,3
"5054",0,90,0,650,90,0
"5055",0,0,0,810,0,0
"5056",0,146,0,121,206,0
"5057",0,0,0,390,600,0
"5058",0,60,0,90,720,1
"5059",0,150,0,315,150,0
"5060",0,0,30,50,350,1
"5061",0,265,0,505,345,0
"5062",0,750,0,180,750,0
"5063",0,0,0,220,605,2
"5064",0,110,0,60,780,2
"5065",203,70,0,10,767,2
"5066",0,221,0,182,435,2
"5067",0,0,0,835,60,0
"5068",0,0,0,691,180,0
"5069",45,0,0,405,195,0
"5070",0,450,0,360,450,0
"5071",0,0,0,500,445,0
"5072",0,0,0,60,135,1
"5073",0,0,0,770,0,0
"5074",0,15,36,40,15,2
"5075",0,0,0,583,0,0
"5076",0,90,0,50,210,2
"5077",0,0,0,270,0,0
"5078",0,45,0,90,505,2
"5079",0,115,0,325,145,0
"5080",0,0,0,390,390,3
"5081",0,0,0,356,0,0
"5082",0,780,0,0,780,0
"5083",0,115,0,145,805,1
"5084",0,0,0,1035,0,0
"5085",0,30,0,300,630,3
"5086",0,0,0,930,0,0
"5087",0,0,0,885,15,0
"5088",350,0,0,430,0,0
"5089",0,195,0,130,825,1
"5090",0,150,0,125,470,3
"5091",0,810,0,150,810,0
"5092",0,0,0,1380,0,0
"5093",45,0,0,155,55,1
"5094",0,0,0,0,690,1
"5095",0,0,0,305,0,0
"5096",0,0,0,415,0,0
"5097",0,40,0,275,570,0
"5098",0,123,0,222,123,0
"5099",40,515,0,420,515,0
"5100",0,0,0,260,0,0
"5101",0,0,0,532,0,0
"5102",0,0,0,740,180,0
"5103",0,0,0,450,0,0
"5104",0,0,0,30,755,0
"5105",0,575,0,280,575,0
"5106",0,175,0,145,175,0
"5107",0,100,0,135,187,1
"5108",0,456,0,170,750,0
"5109",0,187,0,805,187,0
"5110",0,75,0,200,75,0
"5111",0,0,0,815,0,0
"5112",0,45,0,240,590,1
"5113",0,105,0,290,605,2
"5114",0,0,0,70,859,2
"5115",0,45,0,523,162,0
"5116",300,0,0,15,0,0
"5117",0,0,0,533,352,1
"5118",0,190,0,250,650,2
"5119",0,0,0,270,180,0
"5120",30,0,0,443,30,0
"5121",0,0,0,545,290,0
"5122",0,540,0,270,540,0
"5123",120,0,0,765,0,0
"5124",0,360,0,240,360,0
"5125",0,0,0,500,290,1
"5126",0,105,60,210,165,0
"5127",0,0,0,258,0,0
"5128",0,60,0,0,930,2
"5129",555,0,0,260,75,0
"5130",0,395,0,445,395,0
"5131",0,0,0,465,555,0
"5132",0,0,0,780,0,0
"5133",0,350,0,290,350,0
"5134",0,240,0,255,600,4
"5135",0,0,0,840,0,0
"5136",0,120,0,244,596,2
"5137",0,0,0,600,0,0
"5138",0,0,45,245,0,0
"5139",0,0,0,830,0,0
"5140",90,0,0,870,0,0
"5141",0,0,0,510,375,0
"5142",0,0,0,1080,0,0
"5143",0,395,0,175,455,1
"5144",0,0,45,135,144,1
"5145",0,0,0,39,208,0
"5146",0,300,0,480,300,0
"5147",0,0,0,990,0,0
"5148",900,115,0,10,1015,0
"5149",0,75,0,30,600,3
"5150",0,0,0,320,550,2
"5151",0,0,0,320,220,0
"5152",0,0,0,0,255,2
"5153",0,60,0,105,295,3
"5154",0,0,0,60,0,0
"5155",20,428,0,180,630,0
"5156",0,0,0,150,525,1
"5157",0,0,0,677,0,0
"5158",0,15,30,290,180,1
"5159",0,30,0,30,810,2
"5160",0,0,0,80,0,0
"5161",0,600,0,420,600,0
"5162",0,516,0,110,910,1
"5163",0,0,0,300,0,0
"5164",0,330,0,540,330,0
"5165",90,0,0,505,215,0
"5166",120,0,0,740,0,0
"5167",0,810,0,0,810,0
"5168",0,0,0,110,0,0
"5169",0,0,0,875,0,0
"5170",0,0,0,720,0,0
"5171",0,0,0,840,30,1
"5172",0,0,0,545,220,2
"5173",0,180,0,570,180,0
"5174",0,492,0,260,492,0
"5175",0,0,0,700,0,0
"5176",0,0,0,355,170,1
"5177",0,0,30,200,170,0
"5178",0,10,0,420,280,0
"5179",0,0,0,600,0,0
"5180",0,165,0,210,630,0
"5181",0,6,0,47,981,1
"5182",0,0,0,1050,0,0
"5183",0,0,0,420,330,2
"5184",0,195,0,507,195,0
"5185",0,0,0,235,0,0
"5186",0,0,0,480,435,0
"5187",0,0,0,792,0,0
"5188",0,0,0,0,840,1
"5189",240,60,0,360,180,0
"5190",0,0,0,0,430,0
"5191",0,0,0,65,0,0
"5192",0,360,0,390,360,0
"5193",0,45,0,855,45,0
"5194",0,400,0,545,400,0
"5195",0,990,0,30,990,0
"5196",0,0,0,440,120,0
"5197",0,30,30,140,270,1
"5198",0,0,0,539,370,2
"5199",0,0,0,165,200,2
"5200",0,770,0,80,770,0
"5201",0,0,0,840,0,0
"5202",0,0,0,15,275,2
"5203",0,0,0,365,0,0
"5204",0,15,0,180,145,2
"5205",0,30,0,60,770,4
"5206",0,0,0,155,0,0
"5207",0,0,60,314,90,3
"5208",0,240,0,179,240,0
"5209",0,30,0,240,150,1
"5210",0,0,0,282,523,3
"5211",0,0,0,225,45,1
"5212",0,0,0,460,0,0
"5213",0,190,30,125,405,2
"5214",0,60,0,120,460,1
"5215",0,0,0,42,565,0
"5216",0,589,0,356,589,0
"5217",0,0,0,770,0,0
"5218",0,0,0,108,405,2
"5219",0,0,0,720,120,1
"5220",0,0,0,245,0,0
"5221",0,165,0,780,165,0
"5222",0,0,0,0,0,0
"5223",0,0,0,1200,0,0
"5224",0,0,0,900,0,0
"5225",0,225,0,160,225,0
"5226",0,0,45,110,0,0
"5227",0,0,0,325,115,0
"5228",0,524,0,371,524,0
"5229",0,480,0,245,555,1
"5230",0,60,15,350,60,0
"5231",0,0,0,280,15,3
"5232",0,0,0,600,522,0
"5233",0,300,0,145,905,1
"5234",0,0,0,240,0,0
"5235",150,235,0,200,765,2
"5236",0,230,0,285,745,0
"5237",0,0,0,1110,0,0
"5238",0,0,0,210,500,0
"5239",0,0,0,75,672,2
"5240",0,0,0,550,0,0
"5241",0,0,0,2,868,1
"5242",0,690,0,15,885,0
"5243",0,0,0,475,285,0
"5244",0,0,0,900,30,2
"5245",0,285,0,443,285,0
"5246",0,0,0,950,0,0
"5247",0,0,0,825,0,2
"5248",0,5,0,20,955,1
"5249",0,290,0,45,825,2
"5250",0,232,0,203,232,0
"5251",0,0,0,820,0,0
"5252",0,0,0,500,0,0
"5253",0,0,20,330,20,0
"5254",0,0,0,850,0,0
"5255",0,165,0,285,165,0
"5256",0,60,0,433,355,2
"5257",0,210,0,675,210,0
"5258",30,430,0,420,460,0
"5259",0,0,0,810,0,0
"5260",0,0,30,110,360,3
"5261",0,120,0,0,790,2
"5262",205,325,0,300,530,0
"5263",120,325,0,330,525,0
"5264",0,750,0,120,750,0
"5265",0,105,0,30,675,2
"5266",0,230,0,660,230,1
"5267",0,0,0,90,0,2
"5268",240,82,0,70,432,0
"5269",0,0,0,960,0,0
"5270",0,615,0,255,615,0
"5271",0,60,0,395,465,0
"5272",0,180,0,120,780,2
"5273",0,595,0,166,759,0
"5274",0,30,0,420,30,0
"5275",0,0,0,90,600,0
"5276",0,0,0,1020,0,0
"5277",0,0,0,0,855,0
"5278",0,498,0,0,648,0
"5279",0,116,0,118,779,4
"5280",15,0,0,15,0,0
"5281",0,0,0,830,20,0
"5282",0,570,0,300,570,0
"5283",0,110,0,80,355,2
"5284",0,0,22,405,0,0
"5285",0,95,0,185,255,2
"5286",0,680,0,0,680,0
"5287",0,0,0,720,0,0
"5288",0,0,0,525,120,0
"5289",0,224,55,90,234,0
"5290",0,0,0,840,0,0
"5291",0,210,0,510,210,0
"5292",0,0,0,660,0,0
"5293",0,0,0,0,960,0
"5294",0,0,51,405,0,0
"5295",0,220,0,205,280,1
"5296",270,0,0,0,780,3
"5297",0,0,0,916,0,0
"5298",0,0,0,390,0,0
"5299",0,0,0,90,234,1
"5300",0,160,0,140,730,0
"5301",0,0,0,432,0,1
"5302",0,390,0,210,390,0
"5303",0,225,0,255,435,0
"5304",0,390,0,420,390,0
"5305",0,0,0,890,0,0
"5306",0,0,0,190,470,0
"5307",0,655,0,185,655,0
"5308",0,0,0,30,810,1
"5309",0,0,0,165,290,2
"5310",0,75,0,240,345,3
"5311",0,0,0,655,0,0
"5312",0,0,0,210,400,3
"5313",0,0,0,455,625,0
"5314",0,0,0,602,0,0
"5315",0,0,0,170,40,1
"5316",0,225,0,180,510,1
"5317",0,0,0,647,273,0
"5318",0,270,0,160,710,0
"5319",0,0,60,30,385,2
"5320",0,0,0,250,150,0
