"","x"
"1981",2884.61
"1982",440
"1983",1696.95
"1984",576.92
"1985",2884.61
"1986",680
"1987",288.46
"1988",1538.46
"1989",160
"1990",1096.15
"1991",1250
"1992",2884.61
"1993",1346.15
"1994",300
"1995",1634.61
"1996",372.4
"1997",730
"1998",400
"1999",903.84
"2000",1923.07
"2001",2115.38
"2002",980.76
"2003",626
"2004",550
"2005",1480
"2006",2884.61
"2007",252
"2008",472
"2009",2211.53
"2010",1884.61
"2011",105
"2012",250
"2013",920
"2014",2200
"2015",1600
"2016",2326
"2017",500
"2018",2884.61
"2019",1634.61
"2020",1315
"2021",900
"2022",1961
"2023",1153.84
"2024",136.35
"2025",800
"2026",1000
"2027",1535.71
"2028",1250
"2029",300
"2030",1046.9
"2031",769.23
"2032",576
"2033",600
"2034",274.15
"2035",1040
"2036",720
"2037",730
"2038",1923
"2039",1600
"2040",1153.84
"2041",1153.84
"2042",1200
"2043",232.32
"2044",1211.53
"2045",553.84
"2046",2884.61
"2047",807.69
"2048",884.61
"2049",1061.53
"2050",1346.15
"2051",520
"2052",1076.92
"2053",384
"2054",270
"2055",345
"2056",600
"2057",600
"2058",676.47
"2059",312.5
"2060",920
"2061",325
"2062",480
"2063",200
"2064",148.75
"2065",500
"2066",400
"2067",440
"2068",1057.69
"2069",248
"2070",360
"2071",280
"2072",714
"2073",1403.84
"2074",1153.84
"2075",640
"2076",2769.23
"2077",1925
"2078",1000
"2079",2884.61
"2080",1346.15
"2081",653.76
"2082",2307.69
"2083",1500
"2084",646.15
"2085",500
"2086",769.23
"2087",653.84
"2088",1442.3
"2089",1711.53
"2090",1524.4
"2091",903.84
"2092",1307.69
"2093",884
"2094",848.4
"2095",535
"2096",1200
"2097",347.5
"2098",1923.07
"2099",217.8
"2100",480
"2101",680
"2102",1346.15
"2103",942.3
"2104",1006
"2105",680
"2106",460
"2107",692.3
"2108",403.3
"2109",1442.3
"2110",538.46
"2111",314.08
"2112",900
"2113",450
"2114",1650
"2115",1250
"2116",807.69
"2117",720
"2118",510
"2119",480.76
"2120",2307.69
"2121",880
"2122",1075.2
"2123",1070.7
"2124",1050
"2125",1038.46
"2126",1884.61
"2127",2884.61
"2128",2076
"2129",450
"2130",900
"2131",1153.84
"2132",1076.92
"2133",2884.61
"2134",1480
"2135",2884.61
"2136",720
"2137",650
"2138",560
"2139",1936.61
"2140",423.07
"2141",1730.76
"2142",960
"2143",1116.8
"2144",1769.23
"2145",266
"2146",2884.61
"2147",600
"2148",692.3
"2149",692.3
"2150",630
"2151",681.81
"2152",160
"2153",1650
"2154",127.5
"2155",720
"2156",240.5
"2157",695.28
"2158",680
"2159",732
"2160",2884.61
"2161",600
"2162",1000
"2163",1048.04
"2164",1038.46
"2165",1380
"2166",1000
"2167",1153.84
"2168",1660.9
"2169",560
"2170",2884.61
"2171",2307.69
"2172",250
"2173",1100
"2174",913.46
"2175",280
"2176",1769.23
"2177",991.8
"2178",600
"2179",1942.3
"2180",1000
"2181",442.3
"2182",1673.07
"2183",2115.38
"2184",1923.07
"2185",378
"2186",840
"2187",1000
"2188",2884.61
"2189",472.5
"2190",2115.38
"2191",1608.82
"2192",400
"2193",840
"2194",669.2
"2195",520.4
"2196",680
"2197",440
"2198",883.2
"2199",1120
"2200",1336.5
"2201",1365.38
"2202",2692.3
"2203",1000
"2204",1653.84
"2205",2000
"2206",1300
"2207",769.23
"2208",884.61
"2209",1423.07
"2210",384.61
"2211",250
"2212",2884.61
"2213",300
"2214",2307.69
"2215",2269
"2216",1038.46
"2217",2326.92
"2218",450
"2219",807.69
"2220",1035.96
"2221",1066.4
"2222",420
"2223",512
"2224",2500
"2225",1360
"2226",492.45
"2227",2115.38
"2228",1211.53
"2229",680
"2230",1524.4
"2231",600
"2232",1346.15
"2233",253.84
"2234",769
"2235",500
"2236",2884.61
"2237",2884.61
"2238",1350
"2239",1634.61
"2240",1057.69
"2241",929.2
"2242",390
"2243",1523.07
"2244",444.71
"2245",230.76
"2246",288.46
"2247",273.92
"2248",1346.15
"2249",1250
"2250",1739.13
"2251",788.46
"2252",1332
"2253",1057.69
"2254",1875
"2255",961.53
"2256",307.69
"2257",525
"2258",427.6
"2259",580.5
"2260",367.5
"2261",2884.61
"2262",1001.6
"2263",504
"2264",1461.53
"2265",1923.07
"2266",1000
"2267",620
"2268",2500
"2269",546
"2270",750
"2271",942.3
"2272",612
"2273",446.4
"2274",1592.5
"2275",2884.61
"2276",506.52
"2277",275
"2278",800
"2279",880
"2280",300
"2281",740
"2282",969.23
"2283",961.53
"2284",962.8
"2285",184.61
"2286",2817.7
"2287",2884.61
"2288",1826.92
"2289",1500
"2290",1442.3
"2291",2307.69
"2292",550
"2293",480
"2294",1538.46
"2295",673.07
"2296",400
"2297",581.7
"2298",1300
"2299",953
"2300",680
"2301",985
"2302",1153.84
"2303",2884.61
"2304",69.23
"2305",800
"2306",1923.07
"2307",1346.15
"2308",600
"2309",1923.07
"2310",2884.61
"2311",904
"2312",1615.38
"2313",398
"2314",500
"2315",1000
"2316",1346.15
"2317",900
"2318",912
"2319",1346.15
"2320",301
"2321",1826
"2322",700
"2323",1250
"2324",950
"2325",682.15
"2326",2000
"2327",884
"2328",2240
"2329",1250
"2330",711.53
"2331",500
"2332",2884.61
"2333",600
"2334",2407.4
"2335",2884.61
"2336",2884.61
"2337",686
"2338",585.48
"2339",360
"2340",320
"2341",1634.61
"2342",1634.61
"2343",2250
"2344",1500
"2345",1211.53
"2346",2500
"2347",580.5
"2348",1153.84
"2349",1500
"2350",450
"2351",1100
"2352",150
"2353",450
"2354",120
"2355",769.23
"2356",570
"2357",807.69
"2358",1880
"2359",1826.92
"2360",640
"2361",192
"2362",297.5
"2363",200
"2364",1538
"2365",135
"2366",2730
"2367",2384.61
"2368",1000
"2369",2884.61
"2370",600
"2371",1942.3
"2372",700
"2373",1653.84
"2374",488
"2375",1069.64
"2376",1080
"2377",1600
"2378",2307.69
"2379",673.07
"2380",56
"2381",461.53
"2382",1000
"2383",1000
"2384",2884.61
"2385",2269.23
"2386",1923.07
"2387",970.24
"2388",769.23
"2389",1730.76
"2390",2500
"2391",1400
"2392",854.28
"2393",170.69
"2394",1538.46
"2395",1520
"2396",336
"2397",673.07
"2398",692.3
"2399",2884.61
"2400",817
"2401",520
"2402",970
"2403",581.76
"2404",680
"2405",640
"2406",884.61
"2407",920
"2408",800
"2409",1115.38
"2410",465
"2411",1180
"2412",700
"2413",640
"2414",1500
"2415",300
"2416",900
"2417",550
"2418",200
"2419",760
"2420",1307.69
"2421",369.23
"2422",165
"2423",1480.76
"2424",788.46
"2425",476
"2426",1280
"2427",2153.84
"2428",2688
"2429",2884.61
"2430",800
"2431",673.07
"2432",1442.3
"2433",408
"2434",240
"2435",0
"2436",2884.61
"2437",1153.84
"2438",1269.23
"2439",738.84
"2440",1153.84
"2441",535.6
"2442",1269.23
"2443",195.7
"2444",1134.61
"2445",1145.2
"2446",700
"2447",1792.3
"2448",1634
"2449",2788.46
"2450",2626
"2451",1120
"2452",700
"2453",2884.61
"2454",1346.15
"2455",865.38
"2456",1587.2
"2457",800
"2458",403
"2459",1000
"2460",865.38
"2461",618.6
"2462",1000
"2463",807.69
"2464",2076.92
"2465",520
"2466",1050
"2467",1384.61
"2468",1000
"2469",720
"2470",500
"2471",508
"2472",765
"2473",961.53
"2474",673.07
"2475",1140
"2476",264
"2477",685
"2478",530
"2479",617.6
"2480",1442.3
"2481",623
"2482",500
"2483",60
"2484",1000
"2485",580
"2486",372.8
"2487",580
"2488",680
"2489",375
"2490",520
"2491",455
"2492",600
"2493",576.92
"2494",206.26
"2495",450
"2496",646.15
"2497",961.53
"2498",408
"2499",1057.69
"2500",615.38
"2501",1700
"2502",50
"2503",700
"2504",1461.53
"2505",1884.61
"2506",606
"2507",540
"2508",1730.76
"2509",550
"2510",1015
"2511",450
"2512",608
"2513",1711.53
"2514",266.25
"2515",1200
"2516",630.76
"2517",1618.6
"2518",800
"2519",230.76
"2520",673.07
"2521",2200
"2522",670
"2523",2884.61
"2524",2884.61
"2525",640
"2526",1000
"2527",225.2
"2528",1057.69
"2529",610
"2530",750
"2531",1346.15
"2532",1000
"2533",730.76
"2534",536
"2535",1350
"2536",2000
"2537",364.81
"2538",1153.84
"2539",630
"2540",2019.23
"2541",1423.07
"2542",1080
"2543",980
"2544",1500
"2545",455
"2546",700
"2547",480
"2548",920
"2549",2884.61
"2550",1900
"2551",525
"2552",880
"2553",1826.92
"2554",2692
"2555",356.25
"2556",1450
"2557",733
"2558",2019.23
"2559",616
"2560",2057.6
"2561",1360
"2562",2884.61
"2563",500
"2564",1923.07
"2565",1153.84
"2566",700
"2567",961.53
"2568",1040
"2569",1400
"2570",800.77
"2571",2254
"2572",1742.25
"2573",800
"2574",461.53
"2575",880
"2576",376
"2577",276.92
"2578",309.2
"2579",2500
"2580",1076.92
"2581",1153.84
"2582",1923.07
"2583",2019
"2584",2884.61
"2585",1093.6
"2586",880
"2587",961.53
"2588",152
"2589",1903.84
"2590",720.4
"2591",1984.61
"2592",2884.61
"2593",576
"2594",400
"2595",495.6
"2596",1000
"2597",961.53
"2598",680
"2599",850
"2600",1538.46
"2601",2884.61
"2602",576.92
"2603",2884.61
"2604",2884.61
"2605",1730.76
"2606",184.61
"2607",961.53
"2608",2884.61
"2609",310
"2610",1000
"2611",1093.6
"2612",1000
"2613",692.3
"2614",640
"2615",1442
"2616",685.5
"2617",760
"2618",1192.3
"2619",923.07
"2620",1250
"2621",530
"2622",2307.69
"2623",800
"2624",714
"2625",350
"2626",1923.07
"2627",760
"2628",769.23
"2629",2884
"2630",1923.07
"2631",1008
"2632",2153.84
"2633",437.5
"2634",900
"2635",1250
"2636",688.4
"2637",1346.15
"2638",963.89
"2639",1153.84
"2640",1440
"2641",2884.61
"2642",1923.07
"2643",300
"2644",1600
"2645",1970
"2646",472.5
"2647",1923
"2648",756.4
"2649",1673.07
"2650",1923
"2651",450
"2652",650
"2653",392.3
"2654",714
"2655",1500
"2656",120
"2657",1200
"2658",1153.84
"2659",2884.61
"2660",288.46
"2661",1346.15
"2662",1250
"2663",2057.69
"2664",2692.3
"2665",800
"2666",1826.92
"2667",2211.53
"2668",2884.61
"2669",2577
"2670",1346.15
"2671",2884.61
"2672",760
"2673",562.5
"2674",1000
"2675",1269.23
"2676",2884.61
"2677",2211.53
"2678",1076.92
"2679",1930
"2680",865.38
"2681",961.53
"2682",688.4
"2683",702
"2684",520
"2685",556
"2686",615.38
"2687",74
"2688",160
"2689",1634
"2690",2076.92
"2691",1384.61
"2692",988
"2693",263.07
"2694",823.52
"2695",1080
"2696",2403.84
"2697",680
"2698",714
"2699",449.28
"2700",1923
"2701",200
"2702",1060
"2703",2884.61
"2704",450
"2705",408
"2706",800
"2707",1384.61
"2708",2884.61
"2709",1307.69
"2710",650
"2711",1440
"2712",1615.38
"2713",1250
"2714",700
"2715",450
"2716",2884.61
"2717",460
"2718",500
"2719",1680
"2720",920
"2721",903.84
"2722",769
"2723",1500
"2724",961.53
"2725",350
"2726",2307.69
"2727",2884.61
"2728",700
"2729",480
"2730",560
"2731",403.84
"2732",750
"2733",730.76
"2734",300
"2735",980
"2736",700
"2737",1250
"2738",1076.92
"2739",1634.61
"2740",576.92
"2741",2115.38
"2742",2307.69
"2743",400
"2744",692.3
"2745",500
"2746",1538.46
"2747",360.5
"2748",1350
"2749",2884.61
"2750",2403
"2751",750
"2752",740
"2753",500
"2754",680
"2755",2884.61
"2756",1730.76
"2757",550
"2758",286.2
"2759",2884.61
"2760",805.2
"2761",340
"2762",707.31
"2763",1250
"2764",1730.76
"2765",730.61
"2766",1350
"2767",1136.3
"2768",600
"2769",776
"2770",2884.61
"2771",1634.61
"2772",1125
"2773",360
"2774",508
"2775",720
"2776",480
"2777",420
"2778",900
"2779",640
"2780",230.76
"2781",50
"2782",700
"2783",1730.76
"2784",461.53
"2785",960
"2786",326.92
"2787",846.15
"2788",2884.61
"2789",850
"2790",750
"2791",1900
"2792",1923.07
"2793",518
"2794",300
"2795",990.38
"2796",250
"2797",360
"2798",1600
"2799",2884
"2800",344.1
"2801",1307.69
"2802",475
"2803",714.28
"2804",1423.07
"2805",192.3
"2806",596.15
"2807",750
"2808",384.61
"2809",550
"2810",1634.61
"2811",680
"2812",1120
"2813",450.8
"2814",769.23
"2815",1500
"2816",865.38
"2817",2884.61
"2818",1045
"2819",800
"2820",2884.61
"2821",1250
"2822",17
"2823",1346.15
"2824",700
"2825",350
"2826",102
"2827",1750
"2828",560
"2829",1038.46
"2830",800
"2831",961
"2832",1538.46
"2833",2211.53
"2834",1019.23
"2835",420
"2836",1884.61
"2837",2000
"2838",923
"2839",1846.15
"2840",1080
"2841",1500
"2842",800
"2843",2500
"2844",1000
"2845",326
"2846",650
"2847",1923.07
"2848",615
"2849",1200
"2850",900
"2851",1980.76
"2852",2307.69
"2853",600
"2854",1346.15
"2855",1100
"2856",237.5
"2857",1573.45
"2858",450
"2859",1100
"2860",1051
"2861",1923.07
"2862",450
"2863",1152
"2864",520
"2865",2115.38
"2866",768
"2867",2884.61
"2868",48.78
"2869",2884.61
"2870",1269.23
"2871",2307.69
"2872",2692.3
"2873",840
"2874",850
"2875",400
"2876",127.5
"2877",449
"2878",865.38
"2879",673.07
"2880",826.92
"2881",500
"2882",2884.61
"2883",700
"2884",951.2
"2885",46.15
"2886",2403
"2887",375
"2888",1096.15
"2889",2076.92
"2890",2884.61
"2891",673.07
"2892",674.52
"2893",673.07
"2894",600
"2895",700
"2896",1538.46
"2897",1000
"2898",1530
"2899",750
"2900",600
"2901",920
"2902",416
"2903",184.61
"2904",720
"2905",2884.61
"2906",288.46
"2907",800
"2908",1923.07
"2909",806
"2910",700
"2911",1076.92
"2912",350
"2913",769.23
"2914",450
"2915",600
"2916",769.23
"2917",903
"2918",876
"2919",140
"2920",1000
"2921",605
"2922",2884.61
"2923",2307.69
"2924",2413.04
"2925",99
"2926",1442.3
"2927",540
"2928",624
"2929",1523.07
"2930",2232
"2931",1655.17
"2932",180
"2933",1450
"2934",500
"2935",864
"2936",350
"2937",1160
"2938",200
"2939",198
"2940",800
"2941",600
"2942",65
"2943",500
"2944",269.23
"2945",760
"2946",828
"2947",561.6
"2948",250
"2949",1530
"2950",150
"2951",36
"2952",500
"2953",181.25
"2954",1092.5
"2955",2686
"2956",138
"2957",560
"2958",115.38
"2959",140
"2960",2884.61
"2961",2211.53
"2962",1057.69
"2963",1923.07
"2964",440
"2965",800
"2966",50
"2967",600
"2968",1153.84
"2969",2884.61
"2970",2000
"2971",1903.84
"2972",423.8
"2973",961.53
"2974",0.23
"2975",2500
"2976",1230.76
"2977",454.54
"2978",570
"2979",1200
"2980",1846
"2981",1730.76
"2982",961.53
"2983",2884.61
"2984",1230.76
"2985",480
"2986",1250
"2987",150
"2988",440
"2989",630
"2990",1153.84
"2991",2884.61
"2992",400
"2993",1150
"2994",1730.76
"2995",1442.3
"2996",200
"2997",2884.61
"2998",2307.69
"2999",613.5
"3000",1971.15
"3001",1730.76
"3002",300
"3003",961.53
"3004",2115.38
"3005",160
"3006",2307.69
"3007",647
"3008",2500
"3009",2307.69
"3010",1903.84
"3011",428.4
"3012",1730.76
"3013",1211
"3014",2884.61
"3015",600
"3016",584
"3017",2269.23
"3018",1769.23
"3019",1346.15
"3020",1250
"3021",769.23
"3022",961.53
"3023",1384.61
"3024",1730
"3025",1100
"3026",580
"3027",2884.61
"3028",2876.92
"3029",728.4
"3030",1730.76
"3031",817.3
"3032",1400
"3033",2500
"3034",229.5
"3035",800
"3036",576.92
"3037",969.23
"3038",540
"3039",738.46
"3040",2884.61
"3041",300
"3042",887.5
"3043",1884.61
"3044",980
"3045",2884.61
"3046",1700
"3047",1115.38
"3048",906.02
"3049",1538.46
"3050",1538.46
"3051",2884.61
"3052",750
"3053",785.2
"3054",1096.15
"3055",688.14
"3056",1800
"3057",1115.38
"3058",1730.76
"3059",800
"3060",692.3
"3061",1211.53
"3062",2884.61
"3063",975
"3064",432.5
"3065",1923.07
"3066",2115.38
"3067",576.92
"3068",986.5
"3069",1346.15
"3070",1346.15
"3071",150
"3072",1442.3
"3073",1000
"3074",1615.38
"3075",442.3
"3076",975
"3077",454.86
"3078",60
"3079",961.53
"3080",2612.5
"3081",769.23
"3082",865.38
"3083",720.9
"3084",1923.07
"3085",1730.76
"3086",629.6
"3087",200
"3088",578.1
"3089",1459.58
"3090",800
"3091",2403.84
"3092",700
"3093",1730.76
"3094",800
"3095",2884.61
"3096",403.84
"3097",721
"3098",1040
"3099",2884.61
"3100",600
"3101",961.53
"3102",769.23
"3103",2884.61
"3104",784.61
"3105",2307.69
"3106",760
"3107",1346
"3108",576.92
"3109",520
"3110",1153.84
"3111",57.69
"3112",1923.07
"3113",2884.61
"3114",495
"3115",620
"3116",1250
"3117",450
"3118",1634.61
"3119",461.53
"3120",1153.84
"3121",553.84
"3122",461.53
"3123",451
"3124",830
"3125",416
"3126",1800
"3127",574.8
"3128",769.23
"3129",1153.84
"3130",1680
"3131",880
"3132",500
"3133",1576.92
"3134",942.3
"3135",913
"3136",560
"3137",711.53
"3138",2289.2
"3139",512
"3140",2040.81
"3141",700
"3142",549.6
"3143",433
"3144",1038.46
"3145",692.3
"3146",692.3
"3147",985.6
"3148",323
"3149",826.92
"3150",486
"3151",2884.61
"3152",1230.76
"3153",1884
"3154",630
"3155",850
"3156",1057.69
"3157",807.69
"3158",758.8
"3159",1096
"3160",1525
"3161",51.25
"3162",756
"3163",1923.07
"3164",1057.69
"3165",1153.84
"3166",1285
"3167",1000
"3168",1500
"3169",1250
"3170",1500
"3171",288
"3172",1153.84
"3173",1326.92
"3174",480
"3175",738.46
"3176",330
"3177",2884.61
"3178",2884.61
"3179",912
"3180",1250
"3181",500
"3182",961.53
"3183",832.8
"3184",920
"3185",1057.69
"3186",2307.69
"3187",2000
"3188",1325
"3189",230.76
"3190",762.84
"3191",865.38
"3192",1458.33
"3193",450
"3194",1153.84
"3195",800
"3196",2200
"3197",1673.07
"3198",180
"3199",1320
"3200",1640
"3201",1634.61
"3202",600
"3203",1826.92
"3204",673.07
"3205",1200
"3206",720
"3207",673.07
"3208",990
"3209",2307.69
"3210",830.76
"3211",1826.92
"3212",1000
"3213",2884.61
"3214",432
"3215",612
"3216",2884.61
"3217",1444.44
"3218",768
"3219",414
"3220",357.69
"3221",600
"3222",830.76
"3223",585
"3224",1442.3
"3225",480
"3226",400
"3227",756
"3228",2000
"3229",800
"3230",630
"3231",1536
"3232",2884.61
"3233",2884.61
"3234",600
"3235",721
"3236",310.8
"3237",880
"3238",486
"3239",1230.76
"3240",1430
"3241",634.61
"3242",1840
"3243",1346.15
"3244",1880
"3245",2884.61
"3246",738.46
"3247",528.84
"3248",340
"3249",1150
"3250",1600
"3251",800
"3252",622
"3253",1344.35
"3254",450
"3255",1923.07
"3256",1040
"3257",1134.61
"3258",812
"3259",673.07
"3260",1519.23
"3261",1442
"3262",2135
"3263",1807.69
"3264",870
"3265",520
"3266",673.07
"3267",1480.76
"3268",1600
"3269",1615.38
"3270",2884.61
"3271",2596.15
"3272",900
"3273",1538.46
"3274",1095.23
"3275",553.84
"3276",907.5
"3277",600
"3278",1038.46
"3279",350
"3280",2211.53
"3281",2307.69
"3282",2884.61
"3283",375
"3284",225
"3285",382.5
"3286",1571
"3287",750
"3288",980
"3289",187.5
"3290",90
"3291",769.23
"3292",1360.8
"3293",2884.61
"3294",800
"3295",923.07
"3296",2884.61
"3297",1014
"3298",1236
"3299",903.84
"3300",1615.38
"3301",350
"3302",2538
"3303",2884.61
"3304",110.76
"3305",851.06
"3306",5.19
"3307",692.3
"3308",1958.33
"3309",1000
"3310",1201.92
"3311",1161.6
"3312",1320
"3313",961.53
"3314",1520
"3315",1980.76
"3316",2307.69
"3317",1975
"3318",1365.38
"3319",1826.92
"3320",1923.07
"3321",865.38
"3322",600
"3323",2538.46
"3324",1500
"3325",225
"3326",1057.69
"3327",1413.46
"3328",769.23
"3329",450
"3330",884.61
"3331",825.19
"3332",1950
"3333",903.69
"3334",1250
"3335",1442.3
"3336",1095.6
"3337",640
"3338",2884.61
"3339",1250
"3340",322
"3341",1538.46
"3342",2884.61
"3343",280
"3344",1000
"3345",1057.69
"3346",425
"3347",252
"3348",349.23
"3349",375
"3350",191.25
"3351",400
"3352",500
"3353",427.5
"3354",120
"3355",275
"3356",250
"3357",174
"3358",190
"3359",425
"3360",33
"3361",600
"3362",455
"3363",416.66
"3364",628
"3365",628
"3366",384.61
"3367",280
"3368",600
"3369",150
"3370",17.5
"3371",560
"3372",360
"3373",125
"3374",350
"3375",600
"3376",525
"3377",2307
"3378",2884.61
"3379",1461.53
"3380",1153.84
"3381",1480.76
"3382",898.07
"3383",500
"3384",2884.61
"3385",34.61
"3386",576.92
"3387",550
"3388",326.92
"3389",470
"3390",206.76
"3391",2884.61
"3392",1420
"3393",1923.07
"3394",1500
"3395",770.4
"3396",1226.92
"3397",1075
"3398",2884.61
"3399",2861.11
"3400",822.5
"3401",1826.92
"3402",1153.84
"3403",1384.61
"3404",2884.61
"3405",2884.61
"3406",1042.5
"3407",1573.17
"3408",557.69
"3409",250
"3410",576.92
"3411",1600
"3412",2884.61
"3413",495
"3414",132.2
"3415",1100
"3416",300
"3417",2692.3
"3418",918.26
"3419",600
"3420",472.22
"3421",1560
"3422",325
"3423",2884.61
"3424",1180
"3425",1826
"3426",515.2
"3427",576.92
"3428",2884.61
"3429",1730.76
"3430",807
"3431",903
"3432",1855.76
"3433",230.76
"3434",400
"3435",1076.92
"3436",2333.33
"3437",2192.3
"3438",1000
"3439",1600
"3440",0
"3441",525
"3442",832
"3443",2000
"3444",1634.61
"3445",1442.3
"3446",496
"3447",798.07
"3448",1923.07
"3449",400
"3450",1346.15
"3451",200
"3452",2.32
"3453",326.92
"3454",2115.38
"3455",2884.61
"3456",932.69
"3457",420
"3458",800
"3459",1600
"3460",1019.23
"3461",1490.38
"3462",2884.61
"3463",1038.46
"3464",498.46
"3465",600
"3466",1538.46
"3467",900
"3468",1050
"3469",2884.61
"3470",1826.92
"3471",2211
"3472",650
"3473",1442.3
"3474",1500
"3475",704
"3476",600
"3477",2884.61
"3478",1120
"3479",2653.84
"3480",270
"3481",1400
"3482",900
"3483",1404
"3484",1442.3
"3485",1122.44
"3486",385
"3487",1923.07
"3488",160
"3489",1711.53
"3490",532.48
"3491",1576.92
"3492",1250
"3493",1096.15
"3494",1537
"3495",1826.92
"3496",2398.4
"3497",600
"3498",2115.38
"3499",1538
"3500",2384.61
"3501",82
"3502",1875
"3503",840
"3504",1000
"3505",2884.61
"3506",1120
"3507",750
"3508",961.53
"3509",600
"3510",1300
"3511",800
"3512",2884.61
"3513",461.53
"3514",1538.46
"3515",923.07
"3516",1052.63
"3517",2884.61
"3518",499.5
"3519",432
"3520",1040
"3521",675
"3522",2884.61
"3523",2884.61
"3524",884.61
"3525",450
"3526",448
"3527",830.76
"3528",400
"3529",1014
"3530",2884.61
"3531",1076
"3532",640
"3533",300
"3534",162
"3535",1500
"3536",202.5
"3537",2115.38
"3538",865.38
"3539",1346.15
"3540",865
"3541",840
"3542",1290
"3543",2096.15
"3544",807.69
"3545",2269.23
"3546",1403.84
"3547",876.92
"3548",1258
"3549",846
"3550",800
"3551",520
"3552",2403.84
"3553",720
"3554",1560
"3555",1170.4
"3556",750
"3557",1461.53
"3558",1634.61
"3559",884.61
"3560",1248.8
"3561",750
"3562",500
"3563",1153.84
"3564",640
"3565",1538.46
"3566",2019.23
"3567",1442.3
"3568",1250
"3569",2788.46
"3570",2.96
"3571",560
"3572",2884.61
"3573",500
"3574",2243
"3575",500
"3576",1923.07
"3577",1984.61
"3578",1692.3
"3579",692.3
"3580",600
"3581",1250
"3582",900
"3583",1
"3584",720
"3585",769.23
"3586",1200
"3587",135
"3588",1176.4
"3589",1163.64
"3590",2019.23
"3591",2250
"3592",2250
"3593",1923.07
"3594",1983.2
"3595",2884.61
"3596",750
"3597",720
"3598",1192.3
"3599",2307.69
"3600",1442.3
"3601",690
"3602",1346.15
"3603",1865.38
"3604",2884.61
"3605",800
"3606",2884.61
"3607",253.75
"3608",903
"3609",480
"3610",2884.61
"3611",322.5
"3612",2884.61
"3613",446
"3614",2000
"3615",240
"3616",884.61
"3617",851
"3618",1538.46
"3619",600
"3620",391
"3621",746.8
"3622",2884.61
"3623",900
"3624",576.92
"3625",720
"3626",913.46
"3627",1800
"3628",720
"3629",2115
"3630",1080
"3631",1000
"3632",2600
"3633",576.92
"3634",1019.23
"3635",211
"3636",192.3
"3637",1308
"3638",350
"3639",576.92
"3640",560
"3641",1190
"3642",640
"3643",539
"3644",1846.15
"3645",2884.61
"3646",1360
"3647",1160
"3648",1250
"3649",2057.69
"3650",448
"3651",1190
"3652",800
"3653",963.6
"3654",560
"3655",2884.61
"3656",480
"3657",1107.69
"3658",725
"3659",850
"3660",1538.46
"3661",1200
"3662",455
"3663",1442
"3664",1634.61
"3665",100
"3666",730.76
"3667",900
"3668",1980.76
"3669",1442.3
"3670",1850
"3671",720
"3672",533
"3673",1923.07
"3674",722
"3675",1923.07
"3676",880
"3677",900
"3678",150
"3679",300
"3680",784.61
"3681",2884.61
"3682",480.76
"3683",480
"3684",865.38
"3685",150
"3686",387.5
"3687",405
"3688",520
"3689",1975
"3690",980
"3691",120
"3692",500
"3693",448
"3694",1159.75
"3695",1200
"3696",2884.61
"3697",2500
"3698",1250
"3699",1632
"3700",200
"3701",75
"3702",1000
"3703",2884.61
"3704",1115.38
"3705",1608.75
"3706",400
"3707",700
"3708",400
"3709",2884
"3710",795.5
"3711",865.38
"3712",760
"3713",961
"3714",942.3
"3715",1444.44
"3716",1775
"3717",1260
"3718",1346
"3719",2884.61
"3720",1000
"3721",800
"3722",330
"3723",900
"3724",1730
"3725",1346.15
"3726",817.3
"3727",693
"3728",2400
"3729",826.92
"3730",1442.3
"3731",675
"3732",440
"3733",600
"3734",2884.61
"3735",730.76
"3736",1303.84
"3737",278.84
"3738",1346.15
"3739",990
"3740",436.4
"3741",1923.07
"3742",600
"3743",1250
"3744",2788.46
"3745",1700
"3746",576.92
"3747",1115.38
"3748",1000
"3749",576.92
"3750",910.8
"3751",100
"3752",60
"3753",1346.15
"3754",728
"3755",1000
"3756",2884.61
"3757",576
"3758",400
"3759",108.75
"3760",870
"3761",600
"3762",600
"3763",210
"3764",255
"3765",174
"3766",57.75
"3767",1975
"3768",1538.46
"3769",25.5
"3770",545
"3771",260
"3772",864
"3773",1346.15
"3774",500
"3775",1296.88
"3776",880
"3777",142.5
"3778",720
"3779",2884.61
"3780",520
"3781",1000
"3782",1038.46
"3783",961.53
"3784",420
"3785",1096.15
"3786",800
"3787",211.53
"3788",953.28
"3789",80
"3790",205
"3791",817.38
"3792",2884.61
"3793",865.38
"3794",1153.84
"3795",969.23
"3796",600
"3797",1492
"3798",2884.61
"3799",1476.92
"3800",95
"3801",350
"3802",1942.3
"3803",1038.46
"3804",336
"3805",1538.46
"3806",2884
"3807",2250
"3808",1000
"3809",600
"3810",1153.84
"3811",769.23
"3812",1576.92
"3813",750
"3814",585
"3815",2692.3
"3816",180
"3817",1538.46
"3818",480.76
"3819",1250
"3820",923.07
"3821",923.07
"3822",1442.3
"3823",261
"3824",912
"3825",865.38
"3826",600
"3827",610
"3828",250
"3829",865.38
"3830",320
"3831",423.07
"3832",2480.76
"3833",2300
"3834",1643
"3835",1250
"3836",480
"3837",1350
"3838",1200
"3839",2884.61
"3840",437.5
"3841",1457.5
"3842",769.23
"3843",850
"3844",484.61
"3845",1153.84
"3846",998
"3847",400
"3848",2884.61
"3849",2884.5
"3850",1442.3
"3851",450
"3852",520
"3853",374
"3854",2884.61
"3855",2884.61
"3856",1500
