"popestimate2015","fips"
4064,"20081"
1893,"20083"
13338,"20085"
18930,"20087"
2970,"20089"
580159,"20091"
3956,"20093"
7687,"20095"
2564,"20097"
20803,"20099"
1670,"20101"
79315,"20103"
3105,"20105"
9536,"20107"
2825,"20109"
33339,"20111"
28941,"20113"
12103,"20115"
9936,"20117"
4330,"20119"
32553,"20121"
6282,"20123"
33314,"20125"
5645,"20127"
3007,"20129"
10227,"20131"
16346,"20133"
3005,"20135"
5550,"20137"
15847,"20139"
3683,"20141"
5975,"20143"
6838,"20145"
5428,"20147"
23298,"20149"
9691,"20151"
2506,"20153"
63718,"20155"
4725,"20157"
9977,"20159"
75247,"20161"
5174,"20163"
3130,"20165"
7039,"20167"
55691,"20169"
4964,"20171"
511574,"20173"
23152,"20175"
178725,"20177"
2512,"20179"
5983,"20181"
3704,"20183"
4236,"20185"
2072,"20187"
5806,"20189"
23535,"20191"
7904,"20193"
2927,"20195"
6951,"20197"
1518,"20199"
5598,"20201"
2157,"20203"
8856,"20205"
3115,"20207"
163369,"20209"
19027,"21001"
20640,"21003"
21979,"21005"
8212,"21007"
43570,"21009"
12228,"21011"
27337,"21013"
127712,"21015"
20116,"21017"
48325,"21019"
29809,"21021"
8321,"21023"
13484,"21025"
20018,"21027"
78702,"21029"
12938,"21031"
12681,"21033"
38343,"21035"
92066,"21037"
4874,"21039"
10699,"21041"
27158,"21043"
15808,"21045"
73309,"21047"
35757,"21049"
21013,"21051"
10174,"21053"
9183,"21055"
6759,"21057"
99259,"21059"
12007,"21061"
7648,"21063"
14375,"21065"
314488,"21067"
14637,"21069"
37756,"21071"
50375,"21073"
6238,"21075"
8636,"21077"
17237,"21079"
24757,"21081"
37421,"21083"
26221,"21085"
11010,"21087"
36068,"21089"
8692,"21091"
106439,"21093"
27703,"21095"
18763,"21097"
18454,"21099"
46407,"21101"
15620,"21103"
4612,"21105"
46222,"21107"
13352,"21109"
763623,"21111"
51961,"21113"
23175,"21115"
165012,"21117"
15693,"21119"
31730,"21121"
14241,"21123"
60094,"21125"
15745,"21127"
6752,"21129"
10711,"21131"
23123,"21133"
13682,"21135"
24463,"21137"
9316,"21139"
26910,"21141"
8306,"21143"
65018,"21145"
17878,"21147"
9512,"21149"
87824,"21151"
12808,"21153"
19365,"21155"
31101,"21157"
12307,"21159"
17099,"21161"
27924,"21163"
6358,"21165"
21407,"21167"
9909,"21169"
10667,"21171"
27608,"21173"
13275,"21175"
31183,"21177"
45126,"21179"
7131,"21181"
24216,"21183"
64875,"21185"
10730,"21187"
4461,"21189"
14408,"21191"
27565,"21193"
61792,"21195"
12269,"21197"
63782,"21199"
2138,"21201"
16942,"21203"
23892,"21205"
17662,"21207"
52420,"21209"
45632,"21211"
18006,"21213"
17894,"21215"
25420,"21217"
12531,"21219"
14233,"21221"
8769,"21223"
15050,"21225"
122851,"21227"
12063,"21229"
20464,"21231"
13170,"21233"
36129,"21235"
7259,"21237"
25793,"21239"
62577,"22001"
25683,"22003"
119455,"22005"
22842,"22007"
41103,"22009"
36462,"22011"
13786,"22013"
125175,"22015"
251460,"22017"
198788,"22019"
9993,"22021"
6817,"22023"
10147,"22025"
16295,"22027"
20142,"22029"
27052,"22031"
446753,"22033"
7307,"22035"
19696,"22037"
33743,"22039"
20410,"22041"
22343,"22043"
74103,"22045"
33095,"22047"
15858,"22049"
436275,"22051"
31439,"22053"
240098,"22055"
98325,"22057"
14974,"22059"
47774,"22061"
137788,"22063"
11514,"22065"
26395,"22067"
39179,"22069"
389617,"22071"
156761,"22073"
23495,"22075"
22251,"22077"
132141,"22079"
8593,"22081"
20523,"22083"
24186,"22085"
45408,"22087"
52812,"22089"
10567,"22091"
21567,"22093"
43626,"22095"
83848,"22097"
53835,"22099"
52810,"22101"
250088,"22103"
128755,"22105"
4740,"22107"
113972,"22109"
22477,"22111"
59875,"22113"
50803,"22115"
46371,"22117"
40021,"22119"
25490,"22121"
11293,"22123"
15385,"22125"
14568,"22127"
107233,"23001"
68628,"23003"
289977,"23005"
29991,"23007"
54659,"23009"
119980,"23011"
39855,"23013"
33969,"23015"
57202,"23017"
152692,"23019"
16931,"23021"
35149,"23023"
51113,"23025"
39155,"23027"
31625,"23029"
201169,"23031"
72528,"24001"
564195,"24003"
831128,"24005"
90595,"24009"
32579,"24011"
167627,"24013"
102382,"24015"
156118,"24017"
32384,"24019"
245322,"24021"
29460,"24023"
250290,"24025"
313414,"24027"
19787,"24029"
1040116,"24031"
909535,"24033"
48904,"24035"
111413,"24037"
25768,"24039"
37512,"24041"
149585,"24043"
102370,"24045"
51540,"24047"
621849,"24510"
214333,"25001"
127828,"25003"
556772,"25005"
17299,"25007"
776043,"25009"
70601,"25011"
470690,"25013"
161292,"25015"
1585139,"25017"
10925,"25019"
696023,"25021"
510393,"25023"
778121,"25025"
818963,"25027"
10349,"26001"
9383,"26003"
114625,"26005"
28803,"26007"
23154,"26009"
15261,"26011"
8575,"26013"
59314,"26015"
105659,"26017"
17457,"26019"
154636,"26021"
43664,"26023"
134314,"26025"
51657,"26027"
26238,"26029"
25427,"26031"
38033,"26033"
30553,"26035"
77390,"26037"
13801,"26039"
36377,"26041"
25788,"26043"
108801,"26045"
33161,"26047"
410849,"26049"
25164,"26051"
15431,"26053"
91636,"26055"
41540,"26057"
45941,"26059"
36380,"26061"
31883,"26063"
286085,"26065"
64223,"26067"
25345,"26069"
11348,"26071"
70698,"26073"
159494,"26075"
260263,"26077"
17260,"26079"
636369,"26081"
2168,"26083"
11424,"26085"
88373,"26087"
21981,"26089"
98573,"26091"
187316,"26093"
6415,"26095"
10890,"26097"
864840,"26099"
24461,"26101"
67215,"26103"
28783,"26105"
43067,"26107"
23548,"26109"
83632,"26111"
14903,"26113"
149568,"26115"
62945,"26117"
9259,"26119"
172790,"26121"
47948,"26123"
1242304,"26125"
26105,"26127"
20937,"26129"
6007,"26131"
23058,"26133"
8251,"26135"
24253,"26137"
279955,"26139"
12841,"26141"
23898,"26143"
193307,"26145"
159875,"26147"
61018,"26149"
41475,"26151"
8173,"26153"
68619,"26155"
53777,"26157"
75077,"26159"
358880,"26161"
1759335,"26163"
33003,"26165"
15702,"27001"
344151,"27003"
33386,"27005"
45672,"27007"
39710,"27009"
5040,"27011"
65787,"27013"
25313,"27015"
35569,"27017"
98741,"27019"
28706,"27021"
12109,"27023"
54293,"27025"
62324,"27027"
8803,"27029"
5194,"27031"
11549,"27033"
63428,"27035"
414686,"27037"
20364,"27039"
37075,"27041"
14050,"27043"
20834,"27045"
30613,"27047"
46435,"27049"
5903,"27051"
1223149,"27053"
18773,"27055"
20655,"27057"
38429,"27059"
45435,"27061"
10079,"27063"
15837,"27065"
42542,"27067"
4424,"27069"
12841,"27071"
6856,"27073"
10631,"27075"
3923,"27077"
27663,"27079"
5771,"27081"
25673,"27083"
35932,"27085"
5457,"27087"
9423,"27089"
20022,"27091"
23102,"27093"
25788,"27095"
32775,"27097"
39116,"27099"
8413,"27101"
33347,"27103"
21770,"27105"
6678,"27107"
151436,"27109"
57716,"27111"
14219,"27113"
29069,"27115"
9271,"27117"
31533,"27119"
11041,"27121"
538133,"27123"
4055,"27125"
15471,"27127"
14892,"27129"
65400,"27131"
9600,"27133"
15770,"27135"
200431,"27137"
141660,"27139"
91705,"27141"
14875,"27143"
154708,"27145"
36755,"27147"
9796,"27149"
9340,"27151"
24257,"27153"
3401,"27155"
21239,"27157"
13875,"27159"
18989,"27161"
251597,"27163"
10952,"27165"
6396,"27167"
50885,"27169"
131311,"27171"
9875,"27173"
31254,"28001"
37388,"28003"
12574,"28005"
19043,"28007"
8182,"28009"
33322,"28011"
14717,"28013"
10243,"28015"
17328,"28017"
8299,"28019"
9150,"28021"
16006,"28023"
20048,"28025"
24620,"28027"
28773,"28029"
19543,"28031"
173323,"28033"
75944,"28035"
7743,"28037"
23373,"28039"
13522,"28041"
21578,"28043"
46420,"28045"
201410,"28047"
242891,"28049"
18340,"28051"
8669,"28053"
1337,"28055"
23609,"28057"
141425,"28059"
16569,"28061"
7507,"28063"
11665,"28065"
68215,"28067"
9969,"28069"
53154,"28071"
60618,"28073"
78524,"28075"
12622,"28077"
22763,"28079"
85300,"28081"
30999,"28083"
34649,"28085"
59710,"28087"
103465,"28089"
25563,"28091"
35916,"28093"
35827,"28095"
10152,"28097"
29463,"28099"
21747,"28101"
11043,"28103"
49800,"28105"
34167,"28107"
55191,"28109"
12277,"28111"
39956,"28113"
30908,"28115"
25459,"28117"
7486,"28119"
149039,"28121"
28265,"28123"
4585,"28125"
27222,"28127"
16059,"28129"
18070,"28131"
27005,"28133"
14588,"28135"
28296,"28137"
22131,"28139"
19552,"28141"
10343,"28143"
28429,"28145"
14638,"28147"
47485,"28149"
48130,"28151"
20566,"28153"
9899,"28155"
9122,"28157"
18317,"28159"
12447,"28161"
27387,"28163"
25378,"29001"
17296,"29003"
5306,"29005"
26096,"29007"
35829,"29009"
11880,"29011"
16446,"29013"
18670,"29015"
12182,"29017"
174974,"29019"
89100,"29021"
42951,"29023"
9014,"29025"
44834,"29027"
44237,"29029"
78572,"29031"
8992,"29033"
6263,"29035"
101603,"29037"
13934,"29039"
7589,"29041"
83279,"29043"
6801,"29045"
235637,"29047"
20609,"29049"
76720,"29051"
17642,"29053"
24526,"29055"
7595,"29057"
16393,"29059"
8253,"29061"
12687,"29063"
15593,"29065"
13373,"29067"
30895,"29069"
102426,"29071"
14858,"29073"
6692,"29075"
288072,"29077"
10097,"29079"
8615,"29081"
21737,"29083"
9201,"29085"
4484,"29087"
10139,"29089"
40117,"29091"
10125,"29093"
687623,"29095"
118596,"29097"
224124,"29099"
53951,"29101"
3910,"29103"
35473,"29105"
32701,"29107"
38180,"29109"
10207,"29111"
54696,"29113"
12308,"29115"
15028,"29117"
22643,"29119"
15335,"29121"
12408,"29123"
8963,"29125"
28880,"29127"
3694,"29129"
25113,"29131"
14036,"29133"
15963,"29135"
8583,"29137"
11703,"29139"
20171,"29141"
18208,"29143"
58615,"29145"
22810,"29147"
10953,"29149"
13628,"29151"
9409,"29153"
17482,"29155"
19183,"29157"
42255,"29159"
44794,"29161"
18348,"29163"
96096,"29165"
31229,"29167"
53221,"29169"
4858,"29171"
10196,"29173"
25104,"29175"
22810,"29177"
6432,"29179"
13802,"29181"
385590,"29183"
9440,"29185"
17919,"29186"
66520,"29187"
1003362,"29189"
23258,"29195"
4436,"29197"
4854,"29199"
39008,"29201"
8258,"29203"
6128,"29205"
29862,"29207"
30943,"29209"
6353,"29211"
54592,"29213"
25690,"29215"
20826,"29217"
33513,"29219"
24788,"29221"
13405,"29223"
37483,"29225"
2057,"29227"
18268,"29229"
315685,"29510"
9300,"30001"
13242,"30003"
6577,"30005"
5689,"30007"
10408,"30009"
1180,"30011"
82278,"30013"
5767,"30015"
12135,"30017"
1760,"30019"
9625,"30021"
9139,"30023"
3190,"30025"
11427,"30027"
96165,"30029"
100739,"30031"
1314,"30033"
13647,"30035"
827,"30037"
3240,"30039"
16572,"30041"
11645,"30043"
1926,"30045"
29457,"30047"
66418,"30049"
2408,"30051"
19052,"30053"
1683,"30055"
7915,"30057"
1830,"30059"
4251,"30061"
114181,"30063"
4582,"30065"
15972,"30067"
475,"30069"
4169,"30071"
6184,"30073"
1773,"30075"
6840,"30077"
1160,"30079"
41373,"30081"
11960,"30083"
11476,"30085"
9398,"30087"
11336,"30089"
3687,"30091"
34622,"30093"
9486,"30095"
3634,"30097"
6104,"30099"
5087,"30101"
697,"30103"
7659,"30105"
2110,"30107"
1130,"30109"
157048,"30111"
31587,"31001"
6414,"31003"
456,"31005"
788,"31007"
487,"31009"
5315,"31011"
11337,"31013"
2006,"31015"
2946,"31017"
48863,"31019"
6585,"31021"
8115,"31023"
25512,"31025"
8564,"31027"
3956,"31029"
5848,"31031"
10167,"31033"
6309,"31035"
10520,"31037"
9125,"31039"
10806,"31041"
20781,"31043"
9055,"31045"
23886,"31047"
1921,"31049"
5797,"31051"
36706,"31053"
550064,"31055"
1799,"31057"
5619,"31059"
2985,"31061"
2624,"31063"
4862,"31065"
21900,"31067"
1918,"31069"
2028,"31071"
1973,"31073"
641,"31075"
2429,"31077"
61680,"31079"
9190,"31081"
3452,"31083"
932,"31085"
2883,"31087"
10313,"31089"
732,"31091"
6409,"31093"
7263,"31095"
5173,"31097"
6585,"31099"
8063,"31101"
804,"31103"
3689,"31105"
8543,"31107"
306468,"31109"
35656,"31111"
777,"31113"
585,"31115"
475,"31117"
35039,"31119"
7787,"31121"
4854,"31123"
3595,"31125"
7046,"31127"
4329,"31129"
15984,"31131"
2659,"31133"
2944,"31135"
9296,"31137"
7208,"31139"
32847,"31141"
5202,"31143"
10829,"31145"
8094,"31147"
1381,"31149"
14282,"31151"
175692,"31153"
21016,"31155"
36261,"31157"
17110,"31159"
5220,"31161"
3091,"31163"
1260,"31165"
5937,"31167"
5163,"31169"
684,"31171"
7064,"31173"
