"popestimate2015","fips"
4154,"31175"
20248,"31177"
9367,"31179"
3625,"31181"
750,"31183"
13806,"31185"
24200,"32001"
2114801,"32003"
47710,"32005"
51935,"32007"
829,"32009"
2016,"32011"
17019,"32013"
5903,"32015"
5036,"32017"
52585,"32019"
4478,"32021"
42477,"32023"
6634,"32027"
3987,"32029"
446903,"32031"
9811,"32033"
54521,"32510"
60641,"33001"
47285,"33003"
75909,"33005"
31212,"33007"
89320,"33009"
406678,"33011"
147994,"33013"
301777,"33015"
126825,"33017"
42967,"33019"
274219,"34001"
938506,"34003"
450226,"34005"
510923,"34007"
94727,"34009"
155854,"34011"
797434,"34013"
291479,"34015"
674836,"34017"
125488,"34019"
371398,"34021"
840900,"34023"
628715,"34025"
499509,"34027"
588721,"34029"
510916,"34031"
64180,"34033"
333654,"34035"
143673,"34037"
555786,"34039"
106869,"34041"
676685,"35001"
3456,"35003"
65764,"35005"
27329,"35006"
12414,"35007"
50398,"35009"
1828,"35011"
214295,"35013"
57578,"35015"
28609,"35017"
4371,"35019"
698,"35021"
4423,"35023"
71180,"35025"
19420,"35027"
17785,"35028"
24518,"35029"
76708,"35031"
4596,"35033"
64362,"35035"
8455,"35037"
39465,"35039"
19120,"35041"
139394,"35043"
118737,"35045"
27967,"35047"
148686,"35049"
11282,"35051"
17256,"35053"
32907,"35055"
15485,"35057"
4201,"35059"
75737,"35061"
309381,"36001"
47462,"36003"
1455444,"36005"
196567,"36007"
77922,"36009"
78288,"36011"
130779,"36013"
87071,"36015"
48844,"36017"
81251,"36019"
61509,"36021"
48494,"36023"
46053,"36025"
295754,"36027"
922578,"36029"
38478,"36031"
50660,"36033"
53992,"36035"
58937,"36037"
47625,"36039"
4712,"36041"
63100,"36043"
117635,"36045"
2636735,"36047"
26957,"36049"
64717,"36051"
71849,"36053"
749600,"36055"
49642,"36057"
1361350,"36059"
1644518,"36061"
212652,"36063"
232500,"36065"
468463,"36067"
109561,"36069"
377647,"36071"
41582,"36073"
120146,"36075"
60636,"36077"
99042,"36079"
2339150,"36081"
160266,"36083"
474558,"36085"
326037,"36087"
111007,"36089"
226249,"36091"
154604,"36093"
31330,"36095"
18186,"36097"
34833,"36099"
97631,"36101"
1501587,"36103"
74877,"36105"
49453,"36107"
104926,"36109"
180143,"36111"
64688,"36113"
62230,"36115"
91446,"36117"
976396,"36119"
41013,"36121"
25048,"36123"
158276,"37001"
37325,"37003"
10837,"37005"
25759,"37007"
27020,"37009"
17689,"37011"
47651,"37013"
20199,"37015"
34318,"37017"
122765,"37019"
253178,"37021"
88842,"37023"
196762,"37025"
81287,"37027"
10309,"37029"
68879,"37031"
22941,"37033"
155056,"37035"
70928,"37037"
27178,"37039"
14394,"37041"
10703,"37043"
96879,"37045"
56694,"37047"
103451,"37049"
323838,"37051"
25263,"37053"
35663,"37055"
164622,"37057"
41753,"37059"
59159,"37061"
300952,"37063"
54150,"37065"
369019,"37067"
63710,"37069"
213442,"37071"
11431,"37073"
8616,"37075"
58674,"37077"
21134,"37079"
517600,"37081"
52456,"37083"
128140,"37085"
59868,"37087"
112655,"37089"
24184,"37091"
52671,"37093"
5526,"37095"
169866,"37097"
41265,"37099"
185660,"37101"
10013,"37103"
59660,"37105"
58106,"37107"
81035,"37109"
44989,"37111"
34201,"37113"
21139,"37115"
23357,"37117"
1034070,"37119"
15246,"37121"
27548,"37123"
94352,"37125"
93919,"37127"
220358,"37129"
20426,"37131"
186311,"37133"
141354,"37135"
12781,"37137"
39829,"37139"
57611,"37141"
13440,"37143"
39259,"37145"
175842,"37147"
20366,"37149"
142799,"37151"
45437,"37153"
134197,"37155"
91758,"37157"
139142,"37159"
66390,"37161"
63724,"37163"
35509,"37165"
60714,"37167"
46351,"37169"
72743,"37171"
14434,"37173"
33211,"37175"
4070,"37177"
222742,"37179"
44568,"37181"
1024198,"37183"
20155,"37185"
12385,"37187"
52906,"37189"
124132,"37191"
68502,"37193"
81714,"37195"
37585,"37197"
17587,"37199"
2359,"38001"
11099,"38003"
6753,"38005"
936,"38007"
6716,"38009"
3294,"38011"
2308,"38013"
92991,"38015"
171512,"38017"
3828,"38019"
5104,"38021"
2450,"38023"
4646,"38025"
2365,"38027"
3402,"38029"
3356,"38031"
1845,"38033"
70916,"38035"
2388,"38037"
2314,"38039"
2704,"38041"
2417,"38043"
4125,"38045"
1935,"38047"
5968,"38049"
2759,"38051"
12826,"38053"
9744,"38055"
8853,"38057"
30310,"38059"
10331,"38061"
2968,"38063"
1846,"38065"
7091,"38067"
4312,"38069"
11630,"38071"
5448,"38073"
2571,"38075"
16402,"38077"
14649,"38079"
3876,"38081"
1310,"38083"
4370,"38085"
767,"38087"
32154,"38089"
1956,"38091"
21103,"38093"
2272,"38095"
8014,"38097"
10897,"38099"
71275,"38101"
4168,"38103"
35294,"38105"
28024,"39001"
104425,"39003"
53213,"39005"
98632,"39007"
65886,"39009"
45876,"39011"
69154,"39013"
43839,"39015"
376353,"39017"
27811,"39019"
38987,"39021"
135959,"39023"
201973,"39025"
41917,"39027"
104806,"39029"
36569,"39031"
42306,"39033"
1255921,"39035"
52076,"39037"
38352,"39039"
193013,"39041"
75550,"39043"
151408,"39045"
28679,"39047"
1251722,"39049"
42537,"39051"
30142,"39053"
94102,"39055"
164427,"39057"
39258,"39059"
807598,"39061"
75573,"39063"
31682,"39065"
15450,"39067"
27816,"39069"
43026,"39071"
28491,"39073"
43909,"39075"
58469,"39077"
32596,"39079"
67347,"39081"
61061,"39083"
229245,"39085"
61109,"39087"
170570,"39089"
45386,"39091"
305147,"39093"
433689,"39095"
44094,"39097"
231900,"39099"
65355,"39101"
176395,"39103"
23257,"39105"
40968,"39107"
104224,"39109"
14409,"39111"
532258,"39113"
14777,"39115"
35074,"39117"
86290,"39119"
14326,"39121"
40877,"39123"
18976,"39125"
35985,"39127"
56998,"39129"
28217,"39131"
162275,"39133"
41329,"39135"
34042,"39137"
121707,"39139"
77170,"39141"
59679,"39143"
76825,"39145"
55610,"39147"
48901,"39149"
375165,"39151"
541968,"39153"
203751,"39155"
92916,"39157"
54277,"39159"
28562,"39161"
13048,"39163"
224469,"39165"
61112,"39167"
116063,"39169"
37120,"39171"
129730,"39173"
22243,"39175"
22004,"40001"
5868,"40003"
13793,"40005"
5427,"40007"
23768,"40009"
9833,"40011"
44884,"40013"
29343,"40015"
133378,"40017"
48689,"40019"
48447,"40021"
14997,"40023"
2216,"40025"
274458,"40027"
5651,"40029"
124648,"40031"
5996,"40033"
14818,"40035"
70892,"40037"
29744,"40039"
41459,"40041"
4995,"40043"
4231,"40045"
63569,"40047"
27755,"40049"
54648,"40051"
4523,"40053"
6070,"40055"
2788,"40057"
3754,"40059"
12845,"40061"
13735,"40063"
25574,"40065"
6276,"40067"
10980,"40069"
45366,"40071"
15584,"40073"
9144,"40075"
10483,"40077"
49605,"40079"
35042,"40081"
45996,"40083"
9870,"40085"
38066,"40087"
33048,"40089"
19990,"40091"
7771,"40093"
16232,"40095"
40887,"40097"
13936,"40099"
69699,"40101"
11554,"40103"
10539,"40105"
12181,"40107"
776864,"40109"
39187,"40111"
47887,"40113"
31981,"40115"
16436,"40117"
80850,"40119"
44610,"40121"
38194,"40123"
71875,"40125"
11183,"40127"
3788,"40129"
90802,"40131"
25548,"40133"
41153,"40135"
44581,"40137"
21489,"40139"
7515,"40141"
639242,"40143"
76559,"40145"
52021,"40147"
11661,"40149"
9304,"40151"
21559,"40153"
16005,"41001"
87572,"41003"
401515,"41005"
37831,"41007"
49600,"41009"
63121,"41011"
21630,"41013"
22483,"41015"
175268,"41017"
107685,"41019"
1859,"41021"
7185,"41023"
7200,"41025"
23137,"41027"
212567,"41029"
22666,"41031"
84745,"41033"
66016,"41035"
7829,"41037"
362895,"41039"
47038,"41041"
120547,"41043"
30380,"41045"
330700,"41047"
11190,"41049"
790294,"41051"
79391,"41053"
1680,"41055"
25653,"41057"
76531,"41059"
25790,"41061"
6856,"41063"
25775,"41065"
574326,"41067"
1358,"41069"
102659,"41071"
102295,"42001"
1230459,"42003"
67052,"42005"
168871,"42007"
48586,"42009"
415271,"42011"
125593,"42013"
61281,"42015"
627367,"42017"
186818,"42019"
136411,"42021"
4732,"42023"
63960,"42025"
160580,"42027"
515939,"42029"
39498,"42031"
80994,"42033"
39441,"42035"
66672,"42037"
86484,"42039"
246338,"42041"
272983,"42043"
563894,"42045"
30872,"42047"
278045,"42049"
133628,"42051"
7410,"42053"
153638,"42055"
14629,"42057"
37519,"42059"
45668,"42061"
86966,"42063"
44430,"42065"
24737,"42067"
211917,"42069"
536624,"42071"
88082,"42073"
137067,"42075"
360685,"42077"
318449,"42079"
116048,"42081"
42412,"42083"
114234,"42085"
46500,"42087"
166397,"42089"
819264,"42091"
18557,"42093"
300813,"42095"
93246,"42097"
45685,"42099"
1567442,"42101"
55949,"42103"
17093,"42105"
144590,"42107"
40444,"42109"
75522,"42111"
6328,"42113"
41666,"42115"
41877,"42117"
44954,"42119"
53119,"42121"
40396,"42123"
208261,"42125"
51198,"42127"
357956,"42129"
27800,"42131"
442867,"42133"
49084,"44001"
164801,"44003"
82423,"44005"
633473,"44007"
126517,"44009"
24932,"45001"
165829,"45003"
9433,"45005"
194692,"45007"
14880,"45009"
21725,"45011"
179589,"45013"
202786,"45015"
14781,"45017"
389262,"45019"
56194,"45021"
32267,"45023"
46017,"45025"
33775,"45027"
37731,"45029"
67548,"45031"
31234,"45033"
152478,"45035"
26514,"45037"
22747,"45039"
138900,"45041"
61298,"45043"
491863,"45045"
69838,"45047"
20049,"45049"
309199,"45051"
27824,"45053"
63603,"45055"
85842,"45057"
66623,"45059"
17896,"45061"
281833,"45063"
9706,"45065"
31747,"45067"
27494,"45069"
38012,"45071"
75713,"45073"
89208,"45075"
121691,"45077"
407051,"45079"
20053,"45081"
297302,"45083"
107480,"45085"
27777,"45087"
32535,"45089"
251195,"45091"
2733,"46003"
18372,"46005"
3423,"46007"
6985,"46009"
33897,"46011"
38785,"46013"
5281,"46015"
2095,"46017"
10283,"46019"
1397,"46021"
9383,"46023"
3659,"46025"
13964,"46027"
27939,"46029"
4197,"46031"
8446,"46033"
19858,"46035"
5539,"46037"
4333,"46039"
5685,"46041"
2977,"46043"
3999,"46045"
6867,"46047"
2337,"46049"
7142,"46051"
4201,"46053"
1861,"46055"
6047,"46057"
3348,"46059"
3385,"46061"
1267,"46063"
17555,"46065"
7301,"46067"
1397,"46069"
3321,"46071"
1997,"46073"
924,"46075"
4990,"46077"
12622,"46079"
24827,"46081"
52849,"46083"
3876,"46085"
5599,"46087"
2415,"46089"
4769,"46091"
26986,"46093"
2050,"46095"
2236,"46097"
185197,"46099"
6430,"46101"
14373,"46102"
108702,"46103"
3019,"46105"
2320,"46107"
10311,"46109"
2355,"46111"
6524,"46115"
2954,"46117"
1426,"46119"
9959,"46121"
5434,"46123"
8209,"46125"
14909,"46127"
5443,"46129"
22702,"46135"
2803,"46137"
75749,"47001"
47183,"47003"
16129,"47005"
14502,"47007"
127253,"47009"
104091,"47011"
39752,"47013"
13840,"47015"
27910,"47017"
56486,"47019"
39741,"47021"
17471,"47023"
31709,"47025"
7771,"47027"
35162,"47029"
54277,"47031"
14601,"47033"
58229,"47035"
678889,"47037"
11660,"47039"
19182,"47041"
51487,"47043"
37893,"47045"
39165,"47047"
17917,"47049"
41449,"47051"
49399,"47053"
28946,"47055"
22846,"47057"
68580,"47059"
13441,"47061"
63402,"47063"
354098,"47065"
6572,"47067"
25707,"47069"
25756,"47071"
56471,"47073"
18023,"47075"
28015,"47077"
32147,"47079"
24363,"47081"
8149,"47083"
18135,"47085"
11509,"47087"
53240,"47089"
17830,"47091"
451324,"47093"
7576,"47095"
26936,"47097"
42564,"47099"
11854,"47101"
33743,"47103"
51130,"47105"
52639,"47107"
26066,"47109"
23177,"47111"
97610,"47113"
28487,"47115"
31552,"47117"
87757,"47119"
11830,"47121"
45771,"47123"
193479,"47125"
6322,"47127"
21498,"47129"
30639,"47131"
22129,"47133"
7929,"47135"
5146,"47137"
16773,"47139"
74553,"47141"
32526,"47143"
52753,"47145"
68570,"47147"
298612,"47149"
21950,"47151"
14811,"47153"
95946,"47155"
938069,"47157"
19295,"47159"
13259,"47161"
156791,"47163"
175989,"47165"
61870,"47167"
8042,"47169"
17860,"47171"
19119,"47173"
5677,"47175"
40435,"47177"
126302,"47179"
16748,"47181"
33960,"47183"
26521,"47185"
211672,"47187"
128911,"47189"
57580,"48001"
18105,"48003"
88255,"48005"
25350,"48007"
8715,"48009"
1947,"48011"
48435,"48013"
29563,"48015"
7210,"48017"
21269,"48019"
80527,"48021"
3618,"48023"
32874,"48025"
334941,"48027"
1897753,"48029"
11004,"48031"
648,"48033"
17891,"48035"
93389,"48037"
346312,"48039"
215037,"48041"
9145,"48043"
1505,"48045"
7230,"48047"
37896,"48049"
17460,"48051"
45463,"48053"
40522,"48055"
21895,"48057"
13557,"48059"
422156,"48061"
12682,"48063"
5969,"48065"
30313,"48067"
7656,"48069"
38863,"48071"
51542,"48073"
7088,"48075"
10360,"48077"
2953,"48079"
3238,"48081"
8338,"48083"
914127,"48085"
3044,"48087"
20870,"48089"
129048,"48091"
13430,"48093"
4081,"48095"
39229,"48097"
75503,"48099"
1426,"48101"
5048,"48103"
3710,"48105"
5977,"48107"
2236,"48109"
7121,"48111"
2553385,"48113"
13520,"48115"
18952,"48117"
5217,"48119"
780612,"48121"
20797,"48123"
2206,"48125"
10980,"48127"
3499,"48129"
11388,"48131"
18171,"48133"
159436,"48135"
1894,"48137"
163632,"48139"
835593,"48141"
41122,"48143"
17142,"48145"
33693,"48147"
25110,"48149"
3827,"48151"
5901,"48153"
1220,"48155"
716087,"48157"
10651,"48159"
19691,"48161"
18793,"48163"
20051,"48165"
322225,"48167"
6415,"48169"
25963,"48171"
1315,"48173"
7531,"48175"
20573,"48177"
23210,"48179"
125467,"48181"
124108,"48183"
27512,"48185"
151249,"48187"
34360,"48189"
3138,"48191"
8159,"48193"
5610,"48195"
3840,"48197"
55865,"48199"
4538028,"48201"
66746,"48203"
6193,"48205"
5737,"48207"
194739,"48209"
4264,"48211"
79545,"48213"
842304,"48215"
34855,"48217"
23433,"48219"
55423,"48221"
36223,"48223"
22785,"48225"
37206,"48227"
3379,"48229"
89844,"48231"
21734,"48233"
1554,"48235"
8878,"48237"
14816,"48239"
35506,"48241"
2156,"48243"
254308,"48245"
5200,"48247"
41382,"48249"
159990,"48251"
19970,"48253"
14975,"48255"
114690,"48257"
40384,"48259"
407,"48261"
764,"48263"
50955,"48265"
4388,"48267"
282,"48269"
3549,"48271"
31857,"48273"
3860,"48275"
49440,"48277"
13385,"48279"
20588,"48281"
7631,"48283"
19836,"48285"
16898,"48287"
17086,"48289"
79654,"48291"
23320,"48293"
3569,"48295"
12229,"48297"
19796,"48299"
112,"48301"
299453,"48303"
5724,"48305"
8341,"48307"
245671,"48309"
820,"48311"
14065,"48313"
10160,"48315"
5641,"48317"
4032,"48319"
36770,"48321"
57706,"48323"
48417,"48325"
2164,"48327"
161077,"48329"
24513,"48331"
4900,"48333"
9067,"48335"
19262,"48337"
537559,"48339"
22255,"48341"
12516,"48343"
1148,"48345"
65664,"48347"
48323,"48349"
13986,"48351"
15107,"48353"
359715,"48355"
10747,"48357"
2069,"48359"
84260,"48361"
27895,"48363"
23766,"48365"
126042,"48367"
9749,"48369"
16203,"48371"
46972,"48373"
121802,"48375"
6876,"48377"
11161,"48379"
130269,"48381"
3792,"48383"
3307,"48385"
12455,"48387"
14732,"48389"
7289,"48391"
916,"48393"
16659,"48395"
90861,"48397"
10551,"48399"
53070,"48401"
10368,"48403"
8473,"48405"
27413,"48407"
67357,"48409"
5901,"48411"
3211,"48413"
17615,"48415"
3350,"48417"
25402,"48419"
3072,"48421"
222936,"48423"
8739,"48425"
63795,"48427"
9440,"48429"
1352,"48431"
1410,"48433"
3913,"48435"
7533,"48437"
1982498,"48439"
136051,"48441"
837,"48443"
12739,"48445"
1579,"48447"
32623,"48449"
118105,"48451"
1176558,"48453"
14402,"48455"
21347,"48457"
40603,"48459"
3651,"48461"
27245,"48463"
48988,"48465"
53547,"48467"
92382,"48469"
70699,"48471"
48656,"48473"
11721,"48475"
34765,"48477"
269721,"48479"
41486,"48481"
5657,"48483"
131705,"48485"
13027,"48487"
21903,"48489"
508514,"48491"
47520,"48493"
8005,"48495"
62953,"48497"
43356,"48499"
8546,"48501"
18270,"48503"
14374,"48505"
12235,"48507"
6354,"49001"
52097,"49003"
120783,"49005"
20479,"49007"
1109,"49009"
336043,"49011"
20862,"49013"
10370,"49015"
5009,"49017"
9516,"49019"
48368,"49021"
10594,"49023"
7131,"49025"
12645,"49027"
11065,"49029"
1517,"49031"
2311,"49033"
1107314,"49035"
15772,"49037"
28778,"49039"
20984,"49041"
39633,"49043"
62952,"49045"
37928,"49047"
575205,"49049"
29161,"49051"
155602,"49053"
2692,"49055"
243645,"49057"
37035,"50001"
36317,"50003"
30780,"50005"
161382,"50007"
6163,"50009"
48799,"50011"
6861,"50013"
25235,"50015"
28899,"50017"
27100,"50019"
59736,"50021"
58612,"50023"
43386,"50025"
55737,"50027"
32973,"51001"
105703,"51003"
15677,"51005"
12903,"51007"
31914,"51009"
15414,"51011"
229164,"51013"
74314,"51015"
4470,"51017"
77724,"51019"
6561,"51021"
33347,"51023"
16698,"51025"
22776,"51027"
17032,"51029"
55086,"51031"
29984,"51033"
29724,"51035"
7040,"51036"
12201,"51037"
335687,"51041"
14363,"51043"
5211,"51045"
49432,"51047"
9719,"51049"
15115,"51051"
27852,"51053"
11130,"51057"
1142234,"51059"
68782,"51061"
15651,"51063"
26235,"51065"
56264,"51067"
83199,"51069"
16708,"51071"
37143,"51073"
22253,"51075"
16012,"51077"
19162,"51079"
11885,"51081"
35125,"51083"
103227,"51085"
325155,"51087"
51881,"51089"
2214,"51091"
36314,"51093"
73147,"51095"
7158,"51097"
25515,"51099"
16269,"51101"
10965,"51103"
24742,"51105"
375629,"51107"
34602,"51109"
12299,"51111"
13134,"51113"
8862,"51115"
31081,"51117"
10606,"51119"
97653,"51121"
14785,"51125"
20392,"51127"
12155,"51131"
12232,"51133"
15673,"51135"
35385,"51137"
23726,"51139"
18045,"51141"
62194,"51143"
28031,"51145"
22952,"51147"
37862,"51149"
451721,"51153"
34332,"51155"
7378,"51157"
8908,"51159"
94409,"51161"
22354,"51163"
78593,"51165"
27891,"51167"
22126,"51169"
43190,"51171"
31470,"51173"
18109,"51175"
130475,"51177"
142003,"51179"
6709,"51181"
11715,"51183"
42899,"51185"
39083,"51187"
54591,"51191"
17629,"51193"
39718,"51195"
29119,"51197"
67837,"51199"
153511,"51510"
17141,"51520"
6618,"51530"
46597,"51540"
235429,"51550"
17820,"51570"
5658,"51580"
42082,"51590"
5496,"51595"
24013,"51600"
13892,"51610"
8490,"51620"
28118,"51630"
6914,"51640"
136454,"51650"
52538,"51660"
22378,"51670"
7262,"51678"
79812,"51680"
41764,"51683"
15726,"51685"
13645,"51690"
182385,"51700"
246393,"51710"
3939,"51720"
32477,"51730"
12059,"51735"
96201,"51740"
17403,"51750"
220289,"51760"
99897,"51770"
25432,"51775"
24416,"51790"
88161,"51800"
452745,"51810"
21491,"51820"
15052,"51830"
27284,"51840"
19254,"53001"
22105,"53003"
190309,"53005"
75644,"53007"
73486,"53009"
459495,"53011"
3944,"53013"
103468,"53015"
40534,"53017"
7582,"53019"
88807,"53021"
2219,"53023"
93259,"53025"
71122,"53027"
80593,"53029"
30466,"53031"
2117125,"53033"
260131,"53035"
43269,"53037"
21026,"53039"
75882,"53041"
10321,"53043"
61023,"53045"
41516,"53047"
20848,"53049"
13088,"53051"
843954,"53053"
16252,"53055"
121846,"53057"
11339,"53059"
772501,"53061"
490945,"53063"
43791,"53065"
269536,"53067"
4042,"53069"
60338,"53071"
212284,"53073"
48177,"53075"
248830,"53077"
16704,"54001"
111901,"54003"
23372,"54005"
14415,"54007"
23350,"54009"
96844,"54011"
7470,"54013"
8910,"54015"
8176,"54017"
44997,"54019"
8518,"54021"
11766,"54023"
35516,"54025"
23353,"54027"
29815,"54029"
13852,"54031"
68714,"54033"
29237,"54035"
56482,"54037"
188332,"54039"
16448,"54041"
21415,"54043"
34707,"54045"
19835,"54047"
56925,"54049"
31978,"54051"
27037,"54053"
61164,"54055"
27451,"54057"
25292,"54059"
104236,"54061"
13506,"54063"
17524,"54065"
25594,"54067"
43066,"54069"
7229,"54071"
7674,"54073"
8607,"54075"
33940,"54077"
56848,"54079"
77510,"54081"
29126,"54083"
9982,"54085"
14435,"54087"
13239,"54089"
16912,"54091"
6966,"54093"
8975,"54095"
24758,"54097"
40971,"54099"
8755,"54101"
15816,"54103"
5880,"54105"
86452,"54107"
22151,"54109"
20148,"55001"
15843,"55003"
45563,"55005"
14977,"55007"
258718,"55009"
13192,"55011"
15159,"55013"
49762,"55015"
63531,"55017"
34445,"55019"
56743,"55021"
16391,"55023"
523643,"55025"
88502,"55027"
27554,"55029"
43601,"55031"
44497,"55033"
102105,"55035"
4464,"55037"
101973,"55039"
9057,"55041"
52250,"55043"
37186,"55045"
18856,"55047"
23813,"55049"
5794,"55051"
20554,"55053"
84559,"55055"
26224,"55057"
168437,"55059"
20366,"55061"
118212,"55063"
16829,"55065"
19223,"55067"
27980,"55069"
79806,"55071"
135868,"55073"
40884,"55075"
15075,"55077"
4573,"55078"
957735,"55079"
45549,"55081"
37435,"55083"
35567,"55085"
183245,"55087"
87850,"55089"
7290,"55091"
40889,"55093"
43441,"55095"
70408,"55097"
13645,"55099"
195080,"55101"
17495,"55103"
161448,"55105"
14124,"55107"
87513,"55109"
63642,"55111"
16376,"55113"
41304,"55115"
115569,"55117"
20455,"55119"
29550,"55121"
30506,"55123"
21387,"55125"
102804,"55127"
15552,"55129"
133674,"55131"
396488,"55133"
51945,"55135"
24033,"55137"
169546,"55139"
73435,"55141"
37956,"56001"
12022,"56003"
49220,"56005"
15559,"56007"
14236,"56009"
7444,"56011"
40315,"56013"
13383,"56015"
4741,"56017"
8585,"56019"
97121,"56021"
18722,"56023"
82178,"56025"
2542,"56027"
29228,"56029"
8812,"56031"
30009,"56033"
9899,"56035"
44626,"56037"
23125,"56039"
20822,"56041"
8328,"56043"
7234,"56045"
